mouse_110_WT_C	mouse_110_WT_NC	mouse_148_WT_C	mouse_148_WT_NC	mouse_158_WT_C	mouse_158_WT_NC	mouse_183_KOMIR150_C	mouse_183_KOMIR150_NC	mouse_198_KOMIR150_C	mouse_198_KOMIR150_NC	mouse_206_KOMIR150_C	mouse_206_KOMIR150_NC	mouse_2670_KOTet3_C	mouse_2670_KOTet3_NC	mouse_7530_KOTet3_C	mouse_7530_KOTet3_NC	mouse_7531_KOTet3_C	mouse_7532_WT_NC	mouse_H510_WT_C	mouse_H510_WT_NC	mouse_H514_WT_C	mouse_H514_WT_NC
ENSMUSG00000022821.13	0	0	0.367232	0	0	0	0	0	0	0.328709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022827.14	5.17347	5.22233	6.09256	10.4011	5.45699	6.63637	5.90144	10.5424	5.1927	4.33728	6.20883	1.19344	5.92079	6.25106	11.7964	8.79508	4.76253	8.48966	5.82868	6.35616	5.35376	8.98096
ENSMUSG00000022828.10	10.5714	9.48083	7.33954	7.16447	7.98815	9.71052	6.73124	12.2599	5.89495	9.89766	7.13473	8.41571	7.77406	11.7239	10.1044	10.8388	9.10844	8.2253	8.37947	7.96096	4.71758	7.90629
ENSMUSG00000047746.14	0	0	0.423117	0.234076	0	0.475568	0.106991	0.93021	0	0.215225	0	0	0	0	0.219684	0	0	0.219879	0	0.519841	0	0
ENSMUSG00000034243.17	20.6548	17.681	19.0865	24.3417	18.2081	28.7326	20.8092	19.1665	18.0491	17.0714	20.7098	19.2841	19.5521	17.08	21.7452	16.8867	21.059	18.4073	21.665	20.6648	23.6134	26.3405
ENSMUSG00000022837.14	0.22109	1.03587	0.475637	1.94728	0.463822	2.69161	1.52055	1.04558	0.469375	1.45165	2.87608	1.59811	0.442122	2.68325	0.246928	1.5625	0.248754	2.24453	0.761445	1.84055	0.597368	0.826279
ENSMUSG00000022838.14	1.27233	1.18705	1.08922	1.43821	0.423651	1.29038	0	2.04311	0.868726	0.413881	1.38064	0.813414	1.88772	2.48729	1.50512	2.40463	0.436047	2.22151	0.689591	2.60544	0.912542	0.413177
ENSMUSG00000022899.9	10.3523	11.3485	1.04188	0.911189	0	0	7.35782	10.1193	5.78271	6.88941	8.41399	6.71521	4.84205	5.20539	0.811668	1.99602	11.5277	1.14122	5.07278	3.50858	0	0
ENSMUSG00000022901.13	18.8626	20.7807	18.4532	12.7124	12.0639	11.9329	16.5372	15.9818	17.5889	13.0131	15.537	16.4434	18.5171	17.6332	19.8153	14.006	18.6464	11.7113	15.2182	14.7832	13.1698	17.242
ENSMUSG00000071561.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079594.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094733.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034362.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075229.11	8.87813	5.33	14.1521	16.7699	9.03015	9.70157	23.697	10.3593	8.05988	11.0759	7.23287	0	10.1207	19.1683	15.6371	8.94715	9.66369	5.95443	20.3355	28.0892	6.04151	7.56841
ENSMUSG00000034379.9	2.03439	5.26748	3.67593	4.51125	5.47066	5.0455	7.01059	3.97006	4.58192	3.73962	2.57301	0.867029	4.67566	5.35613	4.82193	3.81296	2.63136	5.08502	2.89071	5.8161	3.64549	5.82526
ENSMUSG00000022905.12	19.0319	30.657	19.5533	31.9663	18.4661	29.7475	20.1118	27.6181	20.8081	31.8908	42.8748	22.0372	17.9673	34.6655	33.5171	30.7235	27.6864	30.1668	19.6593	24.5493	16.7246	28.9237
ENSMUSG00000022906.15	69.1769	55.5552	72.4984	48.83	92.2569	67.4574	64.2832	47.4816	78.8596	58.2996	77.8302	46.7963	78.4019	78.0175	91.4029	92.2291	58.263	47.6772	61.1282	56.9129	82.0453	61.8082
ENSMUSG00000034422.14	84.7951	58.5831	81.3159	50.9924	103.761	66.0559	82.366	55.0252	90.4206	53.5837	106.253	55.7502	86.2031	55.2289	88.8483	77.777	62.4949	42.5444	60.6204	38.9373	92.425	61.2249
ENSMUSG00000025017.10	81.8637	355.193	109.309	391.181	102.169	414.945	114.802	407.091	80.4928	330.076	83.2181	327.727	101.816	464.147	56.5344	465.489	61.0736	349.214	65.7267	291.629	115.87	409.413
ENSMUSG00000022849.5	11.8805	8.63747	9.79476	5.46263	13.598	6.82316	10.221	7.6895	12.2038	5.67986	12.2904	4.33668	10.8756	5.19936	8.75313	7.51692	9.70185	5.38579	11.4394	10.3364	7.96117	7.64282
ENSMUSG00000052133.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123805	0	0	0	0	0	0	0
ENSMUSG00000034473.14	2.58941	10.4102	3.51817	9.25036	6.16266	3.5511	7.14563	12.5061	4.7062	6.22157	6.77638	16.5153	6.68111	3.8727	8.12109	8.04622	4.93204	10.1379	9.13509	5.73961	5.62236	5.76929
ENSMUSG00000079487.11	46.4244	61.0071	50.1027	58.3875	44.453	56.8297	55.4409	55.8744	42.4019	51.4949	44.1058	63.9637	35.0383	43.8911	37.8713	48.8685	44.1743	43.921	41.3779	47.1836	46.6623	55.8845
ENSMUSG00000022840.9	0	0	0	0.170188	0	0	0	0	0	0	0	0.327287	0.067816	0	0	0	0	0.079934	0	0.075572	0	0
ENSMUSG00000035376.10	5.4312	6.01018	5.95363	4.91031	6.93701	2.23701	4.48873	4.89613	6.3045	5.31808	5.51835	4.88252	8.36828	5.06046	6.63632	6.83585	6.83819	6.83912	6.19886	7.52392	6.20329	6.72594
ENSMUSG00000022836.11	0.305025	0.142061	0	0.076042	0	0.077221	0.069515	0	0.128658	1.29383	0.123911	0.584968	1.0302	1.26895	0.609672	0.499558	0.725905	0.357156	0.27832	0.405166	0.812499	0.301956
ENSMUSG00000061751.16	1.15202	0.214768	0.631514	0.229919	1.53832	0.467557	1.47123	0.289052	0.778413	0.401251	1.12402	1.83569	0.549926	1.6158	1.87045	1.47738	1.50434	0.552542	0.420939	0.817744	0.990901	0.685138
ENSMUSG00000075254.12	13.7732	100.307	20.0576	91.1057	26.2435	107.539	22.9196	89.8784	23.091	116.887	23.8188	142.346	4.74485	160.27	4.50223	123.739	3.67317	62.0146	5.29772	81.8774	15.416	123.544
ENSMUSG00000035506.16	1.0247	0.399613	0.188082	0.822646	1.25442	1.85194	1.41017	1.10378	1.0976	1.17846	1.22479	0.421976	1.60242	0.784283	0.756027	2.92804	0.884781	0.66239	0.545471	0.986591	1.79121	2.5302
ENSMUSG00000022807.9	30.5794	19.4147	25.3462	22.539	25.8376	19.6732	29.3639	24.2648	23.4104	18.0141	27.2015	24.1328	21.9452	20.5361	24.2676	16.8506	23.9845	15.0866	22.2326	16.4919	18.8515	16.7515
ENSMUSG00000022800.14	13.7084	11.2917	11.3476	15.8299	7.85592	9.74262	14.0305	16.4334	11.6473	14.3832	11.2605	9.16829	11.8759	12.1383	16.222	7.13536	9.95532	16.9551	7.57306	15.5568	12.5732	11.9521
ENSMUSG00000094430.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079620.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022791.19	5.08334	11.0223	3.00659	5.20168	1.22271	4.16239	9.71005	5.2525	9.18764	3.13184	37.223	39.0764	1.80166	5.18391	3.55332	8.86643	4.14805	7.80888	5.77656	5.56808	3.49111	6.20519
ENSMUSG00000022797.16	1.48152	3.33572	17.0756	2.83223	2.2638	6.42833	1.01312	4.18012	0.625132	3.65231	0.601981	13.1152	1.90918	4.68434	1.08057	7.10164	2.55961	4.09259	1.23959	4.66139	1.45967	6.93575
ENSMUSG00000005615.15	59.5315	30.7931	50.5316	45.7189	53.256	27.3547	57.8368	39.783	53.1242	36.0681	48.2942	43.4257	53.6802	32.9463	46.522	36.2328	51.6437	41.7147	58.2991	38.7108	55.1029	38.3579
ENSMUSG00000060613.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079625.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014074.17	13.037	16.5605	11.4909	17.1044	12.2148	14.3258	9.98272	15.9053	10.6326	14.8971	11.3521	10.3842	10.8509	14.6568	8.00122	14.3398	9.78185	11.7367	7.92827	12.2253	8.90635	14.5847
ENSMUSG00000046345.5	16.7346	22.8979	10.7453	23.3458	16.7157	26.827	18.4782	21.8798	13.8682	14.2118	12.2305	17.9443	16.9653	28.4297	17.1688	36.143	23.2218	33.3932	19.6505	27.6006	29.2614	37.8173
ENSMUSG00000022787.10	17.5027	19.966	21.5306	19.831	25.7123	25.1579	27.7719	29.7093	22.0583	19.4603	14.259	49.7715	21.1427	27.8555	24.8788	15.5374	16.7371	13.2529	12.3868	10.6527	16.5759	13.5739
ENSMUSG00000035764.5	12.4914	10.5564	10.1884	9.27275	6.78319	9.42181	11.6554	10.2008	9.07218	8.4687	10.1522	9.74953	7.62212	8.78581	8.6472	7.61697	7.28207	8.71028	5.70175	8.36791	7.1818	7.33737
ENSMUSG00000052384.14	274.09	326.767	301.524	310.232	249.874	260.24	346.534	344.898	320.926	295.552	262.239	316.41	314.707	208.196	291.038	299.388	278.766	347.207	253.472	259.738	325.611	333.62
ENSMUSG00000094939.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022781.8	75.6747	87.2696	81.0955	89.4602	75.2134	87.051	79.9676	85.4395	67.9154	79.8575	78.7569	89.927	68.9679	82.81	70.4864	75.9342	67.4613	89.4279	67.6308	77.8856	71.8823	84.7768
ENSMUSG00000022772.12	18.9743	19.6082	16.2438	24.3509	18.0087	17.9388	16.7034	26.0008	13.7968	17.759	19.1919	15.1471	16.5827	18.5339	17.1248	18.3662	22.585	15.6648	11.4031	14.5739	12.4906	17.5531
ENSMUSG00000022774.13	30.7914	26.7173	18.5333	17.0394	21.8924	14.5499	24.4766	22.186	24.2146	18.3237	18.8425	27.476	27.4186	21.6911	37.128	15.1502	25.1164	14.2903	21.7303	26.8012	20.9796	14.8138
ENSMUSG00000107002.1	22.1457	16.0251	24.7957	10.8349	18.8973	10.5771	20.5004	9.64751	20.2669	18.1317	14.7148	13.0023	23.4104	10.742	22.1125	9.76125	24.7013	13.9932	21.0896	11.327	20.4232	9.45873
ENSMUSG00000092463.1	0	7.90799	0	1.06239	0	0	0.63397	3.98015	0	0	0	1.40907	0	0	0	0.553691	0	0	0	0	0	0
ENSMUSG00000031059.9	153.673	115.461	168.519	115.875	145.073	118.348	139.803	95.1485	140.176	120.158	148.57	96.2783	175.185	99.6839	185.009	101.816	183.504	124.064	179.888	141.447	133.902	114.568
ENSMUSG00000022538.20	21.8249	29.8805	20.1631	25.822	24.3318	24.6805	20.9626	23.9845	26.2563	23.3706	20.0973	19.2614	23.9647	23.0418	29.8669	22.2561	23.6921	21.3592	20.8131	25.351	19.1026	23.7317
ENSMUSG00000047953.7	0.857703	0.799703	0	1.71222	0	0	0	0	0.96633	0.249049	0.465046	1.09664	4.5511	8.78886	0.508348	1.07228	0.256052	1.6083	0.261271	2.28473	1.53724	0
ENSMUSG00000052316.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023176.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022528.8	7.5491	67.9516	9.13561	66.0902	13.739	86.7456	24.3271	96.461	18.4092	84.4239	7.9516	71.5419	6.72321	48.8582	2.76512	47.117	1.98932	34.9961	4.46908	27.2619	9.55537	37.4805
ENSMUSG00000037369.17	29.791	42.5752	39.0879	47.1454	38.0603	51.1741	34.0623	43.7652	37.8282	33.2475	37.5081	49.0173	24.1502	37.9712	23.0242	31.1219	20.0452	34.3295	23.2947	31.8713	30.8902	57.8289
ENSMUSG00000038094.15	0.867794	0.381427	0.17511	0.81667	0.170734	0	0.136692	0.770043	1.24187	0.974369	0	0.574956	0	0.188237	0	0	0	0.38356	0.391882	0	0	0.316877
ENSMUSG00000048939.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035868.9	5.26608	4.9745	4.1868	5.6808	8.35904	5.78413	4.56951	4.7134	3.15081	4.11847	6.78075	6.67403	5.51461	4.51474	6.67177	4.72715	4.01463	3.30959	3.55805	6.81657	2.91473	8.88431
ENSMUSG00000022525.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022523.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394222	0	0	0	0	0
ENSMUSG00000038127.15	172.659	255.273	206.315	321.418	195.398	258.276	195.396	271.138	163.576	182.599	178.923	260.688	124.745	340.67	136.963	364.241	163.558	243.255	147.251	281.317	180.008	287.803
ENSMUSG00000056423.7	0	0	0	0	0	0	0	0	0	0	0	0	0.683007	0	0	0	0	0	0	0	0	0
ENSMUSG00000022514.14	12.979	12.2622	15.171	17.7416	12.7899	9.71106	15.8418	13.0227	14.2906	14.7152	19.6023	16.0452	9.51783	11.707	14.8092	12.2643	12.9292	15.0393	15.316	10.957	11.7902	16.0706
ENSMUSG00000038148.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038168.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175055	0	0	0	0
ENSMUSG00000022510.14	0.370652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110291.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022508.5	91.9001	304.106	128.179	351.855	115.422	336.496	157.186	346.668	99.9828	255.967	78.3657	247.079	66.3277	233.266	53.4692	245.413	65.5147	188.491	88.347	224.461	97.3	228.31
ENSMUSG00000047531.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004366.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033355.6	89.3301	57.6439	131.078	73.679	182.84	88.9672	123.652	49.7651	132.935	59.4587	127.294	62.2609	195.083	58.952	216.811	208.602	67.5295	58.604	88.0782	36.1678	196.077	99.6568
ENSMUSG00000022887.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022885.16	10.4372	20.9037	9.53768	13.1323	10.3062	9.69983	17.4097	15.1059	12.8086	22.0743	12.8834	23.7034	18.7205	10.9511	10.6018	15.9758	23.9235	24.2899	17.9581	47.579	14.0279	16.366
ENSMUSG00000035790.15	10.0778	4.87414	4.15731	5.21791	8.10969	3.03529	4.7697	5.15384	8.8371	6.57672	5.46652	0	9.21541	3.28221	15.6011	5.25376	10.0308	7.35166	8.5329	5.64049	7.22687	3.33372
ENSMUSG00000022884.16	271.602	400.514	310.36	351.247	376.99	435.448	316.289	428.578	347.907	463.692	385.742	379.939	202.175	361.005	188.838	357.781	280.891	342.149	225.617	353.764	320.336	409.919
ENSMUSG00000022875.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060459.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022877.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022868.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004460.17	122.517	141.59	123.837	137.11	129.303	146.304	110.343	124.417	108.735	130.291	126.991	150.752	157.877	146.457	185.078	136.589	127.745	139.287	130.664	136.059	144.086	136.57
ENSMUSG00000004462.7	8.60299	15.0803	12.3794	9.51333	9.84593	7.43985	15.6253	13.4076	10.0151	10.8781	10.521	7.88463	14.5376	8.60738	12.2127	14.1804	4.88666	6.0931	10.4301	5.06436	16.7495	9.3087
ENSMUSG00000033501.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022861.17	36.8981	24.917	29.0495	20.8294	32.5519	20.0225	41.0367	38.8307	35.4483	24.6008	33.5382	25.3801	33.066	12.8113	29.2854	20.0504	28.1006	24.729	29.9132	20.8483	34.8658	22.9668
ENSMUSG00000022858.16	109.993	140.991	107.84	108.843	93.6452	109.713	91.375	146.106	104.938	122.425	117.616	130.971	139.029	160.46	106.606	129.611	132.153	164.027	108.397	146.378	124.167	147.601
ENSMUSG00000044626.13	0	0.433585	0	0.30945	0.129359	0.157225	0.55774	0	0	0	0	0	0	0.407966	0.27372	0	0	0	0	1.09374	0	0
ENSMUSG00000022853.7	1.24031	0.192669	0.353813	0.206261	0.172486	0.838731	1.31986	0	0.872828	0.899854	0.336118	0	0.493308	0.362737	0.734899	0	0.370198	0	0	1.10019	0.666728	0.409723
ENSMUSG00000005958.15	0	0	0	0	0.949028	0	0	0	0	0	0	0	0	0.127141	0	0	0	0	0	0	0	0.287311
ENSMUSG00000006958.14	0	0	0	0	0.215503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022847.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022843.17	1.38634	0.574911	2.62534	0.67905	1.43685	0.597917	2.60417	0.580345	0.868793	0.790039	4.91665	0	0.360923	0.811406	1.13103	1.1858	1.01559	2.12616	1.5728	0	0.731644	0.224831
ENSMUSG00000045983.16	156.646	174.102	156.094	161.998	161.469	167.244	167.438	160.407	139.208	145.63	159.099	164.674	140.947	143.408	175.105	127.079	154.372	149.641	145.981	149.769	155.463	151.08
ENSMUSG00000051146.2	0	0	0.879845	0.512541	0	0	0	0	0.434226	0	0	0	0.408965	0	0	1.44588	0	0.962809	0	0	0	0
ENSMUSG00000031060.16	31.2978	30.0476	29.4018	32.219	29.2084	34.3373	25.3433	28.0648	20.7412	29.1544	30.5407	29.9279	27.813	25.4993	30.2511	22.9392	30.9507	30.69	25.143	24.0182	25.8151	30.2638
ENSMUSG00000115293.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115219.2	4.3954	11.108	5.3139	4.16191	12.2004	2.8249	5.78973	2.24201	9.90794	8.82828	3.47739	2.28178	9.2492	4.7218	5.41538	7.83009	7.99726	2.23371	7.90274	6.89355	3.84168	8.25
ENSMUSG00000046613.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022841.15	236.016	221.078	204.785	267.719	195.11	208.716	212.62	239.384	192.53	218.707	168.21	218.509	220.608	237.621	304.58	235.042	232.143	221.519	223.612	228.364	225.477	211.197
ENSMUSG00000039097.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003233.12	31.634	43.9877	29.3808	36.2381	33.3981	35.9319	33.84	31.2303	29.6891	32.9403	28.1963	35.3386	23.3698	28.4072	27.8415	29.422	26.0522	27.855	28.7784	24.3734	30.8049	33.454
ENSMUSG00000003235.13	32.717	31.0211	30.841	33.47	32.816	28.8089	31.0912	22.6012	26.3212	30.6056	30.9351	20.0759	30.7257	31.691	39.0333	32.6283	28.7282	27.0533	33.4607	31.239	22.2489	26.3046
ENSMUSG00000022822.16	69.027	138.867	65.3901	134.011	67.8073	148.93	73.548	143.125	54.0338	99.3613	77.3727	143.845	71.7098	186.195	40.4403	194.956	50.4289	109.153	50.7725	126.608	67.0513	128.859
ENSMUSG00000022818.13	44.8323	155.964	54.4395	179.375	53.5058	195.635	52.9599	172.668	45.2958	131.615	51.7549	188.24	19.7534	146.9	13.5497	137.74	29.7318	125.691	32.9201	134.418	41.7438	158.011
ENSMUSG00000033918.16	84.8545	116.413	83.888	111.367	77.2385	129.146	74.8269	100.323	74.0133	120.506	77.7964	117.916	76.2816	162.2	89.9096	153.191	89.7438	135.727	75.1032	129.052	83.6555	129.413
ENSMUSG00000041215.16	8.1522	11.3064	9.70724	8.17098	6.66091	11.462	22.5191	9.37961	7.86578	8.39768	8.04615	8.70745	13.0894	7.2376	7.21069	9.77375	14.1236	10.1884	8.53025	7.42062	6.76529	8.46212
ENSMUSG00000043008.9	28.4906	13.4023	33.3419	10.4347	35.131	28.654	25.5158	19.3494	28.486	15.0249	25.5067	14.5375	42.6404	30.0643	35.0855	27.933	32.0686	21.5632	37.2561	33.1781	35.6945	24.1011
ENSMUSG00000075330.4	0	0	0	0	0	0	0	0	0	0	0	0	0.621798	0	0	0	0	0	0	0	0	0
ENSMUSG00000060480.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062245.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056822.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073062.3	7.81119	7.17727	5.85649	9.71129	6.42261	8.45512	6.63384	9.66043	7.04249	9.30905	6.78202	9.64477	7.56976	7.87535	5.89405	6.71123	6.51352	7.5184	6.44532	8.43651	5.75011	7.62864
ENSMUSG00000050158.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076937.3	0	3.5726	0	1.91113	3.22088	9.85158	3.52917	2.40055	5.46649	11.2628	12.5895	40.1047	0	1.14294	0	7.28742	0	18.1309	14.1808	169.709	0	6.41851
ENSMUSG00000024966.9	51.904	106.149	62.155	108.276	57.9	101.369	47.729	61.0909	55.3174	86.9691	79.6887	141.592	51.2943	106.079	50.7429	66.6234	46.4859	66.6829	51.8487	90.7719	64.9304	99.9005
ENSMUSG00000105066.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036636.10	41.7768	34.6368	34.6812	27.1064	39.4662	35.9675	36.3915	32.5994	39.7866	30.2844	42.6458	25.6653	40.5854	32.6639	39.1858	26.4552	36.8202	27.3707	36.2576	29.3624	44.0958	29.5344
ENSMUSG00000105231.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105547.1	1.93835	7.28247	0	0	0	8.04167	5.34367	7.34563	0	10.2511	19.0691	11.1547	1.56175	1.74128	1.73365	9.22371	0	16.4704	100.397	1165.06	0	42.8745
ENSMUSG00000106668.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105906.1	0	0	0	0	0	0	0	0	0	3.39426	3.15709	3.69381	0	0	0	1.83242	0	65.4453	5.34254	172.877	4.1625	38.7165
ENSMUSG00000022702.16	21.0932	21.0468	28.1682	25.3305	16.6276	12.6057	21.4895	16.1696	18.3276	21.2412	22.7085	20.9496	8.90187	19.3637	17.8835	23.1225	21.6943	29.3141	18.5079	21.8067	22.0797	19.8768
ENSMUSG00000022706.16	26.8023	45.7372	30.7509	41.75	33.6454	44.8022	34.0814	29.621	32.8363	31.2734	24.1798	35.5923	42.698	39.2818	30.139	34.0448	33.3823	33.9981	36.0438	21.5432	27.768	36.5544
ENSMUSG00000099908.1	0	0	0	0	0	5.91568	0	2.68901	5.92108	0	0	7.68174	5.23025	0	3.46678	0	0	0.686735	0	0	0	0
ENSMUSG00000005262.13	42.9706	57.8656	45.257	54.1091	56.5356	57.1872	40.993	75.4261	39.3617	57.8554	28.6689	79.5668	53.9785	72.0398	49.8376	53.8696	51.2837	71.0421	45.1702	52.6695	52.6562	68.8579
ENSMUSG00000041378.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023977.15	49.5279	64.3711	41.3243	58.0551	47.5587	69.576	45.5059	59.8742	40.966	46.119	45.8579	61.358	33.7478	53.0338	33.8492	59.3603	43.6232	55.9298	40.9311	49.9995	39.6297	57.1134
ENSMUSG00000072214.7	0	0	0	0.502388	0	0	0	1.26302	0	0	0	12.7376	0	0	1.40945	1.49684	0	0	0	0.208406	0	0.62657
ENSMUSG00000116594.1	0	0.530798	0	0	0	0.578037	0	0	0.96209	0.299206	0	0	0.341433	2.25134	0	0	0	0	0	0	0.612201	0
ENSMUSG00000086965.1	0	0.765191	0.703597	3.27659	0	0	1.49739	2.059	0.694681	1.43177	0	1.57032	0.654172	2.17287	0	3.08528	0	0.769311	0	2.92772	0	1.63095
ENSMUSG00000075704.16	15.0584	20.5177	20.6991	18.3942	12.7462	15.7494	31.0311	15.4698	16.7888	12.4546	18.4197	10.3931	18.9175	11.4078	15.7372	20.4661	16.1415	12.9842	29.3025	10.4966	13.8579	10.2557
ENSMUSG00000000325.16	4.23985	1.33402	2.17732	1.11077	1.43629	0.806252	1.30552	0.398999	0.671378	0.276876	0.258578	0.824823	1.13838	1.61973	1.40607	0.148977	1.68198	0.733505	2.32367	1.26909	1.19691	0.630304
ENSMUSG00000022718.12	14.8773	17.914	14.6452	20.8576	14.2236	19.0587	12.2848	18.6554	10.5418	24.5019	9.99071	18.5705	10.1449	22.7704	10.9733	17.3298	11.376	16.5039	9.22395	21.3927	14.1166	16.9579
ENSMUSG00000048027.9	5.89358	19.4532	5.03924	8.62617	6.12634	8.76197	5.37251	10.3164	4.53908	11.1952	7.40224	8.29372	2.4973	9.26618	1.78051	6.61557	2.56664	5.83021	2.16456	7.04484	2.92876	8.11281
ENSMUSG00000036552.19	56.762	47.1479	50.8042	65.5656	56.2059	61.5388	48.1944	16.7422	41.9275	31.8462	46.9291	45.7764	37.9762	70.7537	37.1191	38.2387	86.917	30.7372	64.1697	52.8002	51.3085	44.4912
ENSMUSG00000022721.19	39.4311	61.8448	42.6711	56.3634	36.1671	51.4271	54.7091	51.3756	43.7253	50.3072	40.0375	53.042	32.0985	43.9788	30.262	46.5295	41.3769	46.2194	34.5949	47.7633	28.6832	47.5211
ENSMUSG00000090777.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043811.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287651	0	0.307022	0	0	0	0	0	0
ENSMUSG00000003531.15	4.55254	7.21802	5.48312	4.98916	5.99328	2.44946	2.85706	1.63458	4.11214	6.00675	6.59574	1.50909	3.60826	2.08726	9.39954	1.12707	5.90991	7.00502	4.59899	5.74358	9.00006	8.38133
ENSMUSG00000022738.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003527.9	12.0749	21.4708	13.5846	18.6752	13.2832	23.3571	16.5881	26.6615	12.0277	13.964	13.1822	7.98387	12.8984	17.7406	12.2855	20.9969	13.3741	14.6574	11.2705	17.4942	17.2523	15.4301
ENSMUSG00000045521.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003166.20	34.1058	33.2232	26.9922	33.5725	30.9931	39.2946	32.9251	27.4191	27.264	34.2248	28.6033	31.9838	21.8893	32.9874	26.216	25.1639	28.8042	28.6654	23.7774	26.8383	22.7938	27.0152
