SampleAC1	SampleAC2	SampleAC3	SampleAC4	SampleAD1	SampleAD2	SampleAD3	SampleAD4	SampleBC1	SampleBC2	SampleBC3	SampleBC4	SampleBD1	SampleBD2	SampleBD3	SampleBD4
ENSG00000131127.14	4.14467	2.34109	3.50701	2.53339	2.47186	3.73027	7.65953	3.97948	1.51575	2.1332	0.891551	2.09812	1.36785	1.06879	1.87629	0.88967
ENSG00000141428.17	14.4179	6.30118	10.4339	6.63171	15.4464	10.4981	24.6362	12.5032	10.2293	14.5728	10.393	18.8302	4.70366	6.49065	11.0213	7.40883
ENSG00000186367.7	0.304565	0.35661	1.09414	0.714723	0.573676	1.12209	0.885007	0.681435	0	0	0.365154	0.402685	0.341656	0.646949	0.671693	0
ENSG00000156802.13	4.20848	2.21972	4.95216	2.73584	4.3386	1.7954	3.21663	2.02979	1.54883	2.96579	1.57722	1.76665	0.953272	1.54491	2.76181	1.17733
ENSG00000161267.12	17.85	6.01136	11.9841	10.3669	3.5543	9.24301	13.7356	5.57532	1.65271	10.3278	3.79924	14.0861	6.90798	8.34956	5.32686	2.50657
ENSG00000122565.19	54.3819	50.6075	58.6578	22.2487	76.1396	44.8342	100.419	40.8329	22.8106	46.8169	21.8113	38.7631	16.3896	27.79	46.7158	20.7477
ENSG00000092439.16	11.0741	7.01473	14.5994	4.79364	9.25816	5.48474	16.2365	6.87773	2.18063	7.25247	7.04202	6.15322	3.59184	3.95721	4.62562	1.93281
ENSG00000204611.7	11.3563	3.92291	7.96897	9.54044	5.51713	3.00099	11.8227	5.03872	3.32191	2.71085	3.61071	3.92834	10.4178	4.80584	2.34738	2.1963
ENSG00000168438.15	18.081	11.8531	18.3305	11.8961	29.1137	15.0355	24.336	18.1659	13.2414	17.9718	10.0865	10.5711	7.98017	8.2911	18.5475	10.5628
ENSG00000270170.2	13.6714	11.5362	26.7252	6.67138	16.2513	12.1851	24.1236	19.6413	7.99143	10.2609	8.24359	10.3982	4.42134	17.8903	10.7822	9.56024
ENSG00000198369.10	1.34055	0	1.9568	0.677826	3.25487	0.556065	0.995967	2.31124	0.697642	1.57711	0.902866	3.52475	0.337384	0.638057	3.70081	0.648181
ENSG00000114503.11	46.3952	22.8171	32.4687	23.0944	31.5925	31.3285	49.6821	31.0568	6.76035	19.5866	23.9878	19.4821	11.8075	12.024	19.5863	10.3488
ENSG00000196778.3	1.94095	0.467937	2.74795	2.52061	2.92667	3.61194	4.26573	2.54038	4.55131	4.79519	6.46531	3.02052	4.74664	7.66487	7.0596	6.82767
ENSG00000250641.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23694
ENSG00000169193.12	3.85927	2.87315	7.14306	3.8803	10.1387	6.05682	11.7313	3.90038	2.66144	9.09708	5.03754	3.79336	2.25279	5.44537	3.7822	7.39237
ENSG00000100422.14	67.9448	36.7531	52.8578	46.0689	55.9047	42.4819	70.4884	51.2101	26.2826	43.2145	28.3141	30.382	27.146	27.2869	32.6591	21.9445
ENSG00000103496.15	77.7844	32.098	56.0757	31.8068	57.9917	49.6084	53.3911	54.7103	58.5026	36.8451	40.2924	41.4165	41.5999	39.5913	34.9839	19.1553
ENSG00000141644.17	45.674	23.7342	35.8499	22.1173	29.3441	31.1202	50.3437	28.1986	23.6961	28.1163	21.2949	21.4073	24.0031	30.5889	26.0729	18.9954
ENSG00000138744.16	96.0439	26.2893	89.5103	66.9194	86.8337	73.9254	106.603	112.844	132.034	59.4	24.5478	37.6958	60.13	56.0601	116.29	34.887
ENSG00000183876.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104835.15	10.9666	3.1721	6.86675	4.4042	6.43609	6.06926	3.21828	4.35522	2.6327	2.94602	6.37167	4.00178	2.60494	4.02168	4.5709	8.0084
ENSG00000183287.14	1.01393	0.49195	0.51023	0.785526	0.424295	0.33119	0.496894	0.542235	0.138159	0.325746	0.137416	0.742884	0.251459	1.02961	0.49425	0
ENSG00000145214.14	25.4469	5.68754	10.6091	17.975	9.09603	5.96356	9.80616	14.3484	5.06824	5.98461	4.03158	4.2482	12.2263	8.8255	8.34586	7.49458
ENSG00000177354.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128849.10	0.27619	0	0	0.104068	0.084638	0.113833	0.449278	0.39427	0	0.17621	0.110942	0.475167	0	0	0.203164	0
ENSG00000163960.12	15.3689	6.39352	8.05792	7.62737	13.8736	9.26165	17.7967	9.71428	9.64842	9.66625	7.84891	8.39556	6.77268	6.79201	8.98344	3.11375
ENSG00000025800.14	24.2625	14.5224	18.4835	14.9414	19.2247	18.3108	22.6964	16.1921	9.35952	14.2706	11.9004	16.349	11.473	11.4786	13.5072	6.35044
ENSG00000145107.16	1.87427	0.555588	4.27558	3.28406	0	1.12489	5.03744	0.495041	1.09664	0.449619	1.14019	0	1.05918	0	2.42102	2.91799
ENSG00000178585.15	15.4874	7.93899	11.5936	8.09977	12.0015	8.49814	17.7684	18.0982	6.11776	32.5503	19.2451	10.1483	5.46145	12.8628	14.1105	10.365
ENSG00000186687.16	9.43478	5.17747	6.84487	8.43752	7.48373	7.45542	10.4288	5.21495	3.51866	4.2057	2.72404	3.71239	3.896	4.05984	4.16983	1.59493
ENSG00000153563.15	153.82	42.5923	103.777	72.5407	47.2698	70.1977	69.6329	53.6567	9.00167	32.843	17.9324	67.9598	76.7803	19.3069	22.4634	7.25307
ENSG00000213123.11	3.28928	7.34708	3.53375	4.98722	3.03421	2.0524	6.05807	3.29984	1.91833	3.12874	0	2.1799	0	2.95738	1.20582	1.78693
ENSG00000123342.16	0.801813	0	0	0.683048	0.832964	0	0	0.423445	0.93841	1.15403	0	0	0	0.227329	2.28918	0
ENSG00000267748.4	0	0	2.96509	0	2.37761	0	0	0	0	6.46246	0	0	2.81406	0	0	0
ENSG00000163958.14	0	0	0	0.66679	0.453598	9.93684	1.40231	2.47693	5.32612	2.24652	1.41652	0.781035	0	0	0	0
ENSG00000196372.13	7.28324	4.54171	8.21712	6.70335	10.1895	8.29068	8.80256	4.86721	2.99876	7.88217	3.72391	3.41952	4.64133	4.66724	4.8304	2.50802
ENSG00000072274.13	13.5265	7.26754	8.27492	3.17179	8.25397	4.16315	21.308	6.20456	8.6017	4.63184	4.22513	3.90975	3.17862	4.17971	4.48764	3.92574
ENSG00000172716.16	31.9781	9.47371	26.6552	13.4524	21.2867	13.7846	39.331	21.0121	12.6765	21.3022	15.9516	10.5932	5.20486	15.3107	19.7316	6.89011
ENSG00000105821.15	19.8855	9.68523	13.4797	5.15739	11.9837	8.17809	15.8984	8.92279	3.13579	5.98652	5.67038	5.40609	2.16615	6.82166	10.2341	3.93348
ENSG00000255663.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137411.18	12.6471	5.49784	7.09235	5.3597	4.57589	10.2132	13.8993	6.98168	3.34412	2.71855	9.03924	6.67792	3.32163	4.98245	3.65527	2.84556
ENSG00000159445.13	23.408	15.2817	23.4872	21.9834	13.2312	25.6225	34.9426	12.344	4.1185	3.84781	11.406	9.78896	9.87437	9.24486	6.29936	4.99507
ENSG00000145850.9	0.574305	0	1.3132	0	0	0.715667	1.64127	0	0	0.659259	0.831625	0	0.779282	0	1.91001	1.89247
ENSG00000173950.16	8.20677	4.30764	6.76598	3.32434	7.59197	4.78883	6.5868	6.31611	3.60283	4.68564	3.41767	3.89929	1.16172	4.39797	5.98487	1.67402
ENSG00000133657.15	12.5432	4.12257	7.09824	4.90696	11.0277	9.09294	26.6937	8.65544	11.5066	10.5055	5.85345	5.29169	3.6076	4.48141	8.35614	3.7839
ENSG00000188467.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163808.17	0.395068	0.374025	0.329759	0	1.24004	0.787997	1.57368	0	0.337008	0.407351	0	0	0	0.617263	1.82879	0
ENSG00000171206.14	64.1044	23.5661	60.1364	48.8642	89.6204	76.6208	85.0902	92.8515	86.9806	77.2776	81.4217	74.0777	44.9438	79.9928	86.6822	33.2058
ENSG00000166794.5	367.468	180.573	279.791	209.463	340.887	255.414	344.312	351.519	150.194	258.462	152.502	162.024	127.088	182.972	280.288	123.159
ENSG00000169760.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120322.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215114.10	21.1688	12.3983	30.9351	22.1077	43.6969	25.8698	40.0764	45.7625	30.0288	42.2124	35.8608	29.0145	18.7781	29.6474	28.2828	22.0956
ENSG00000198283.2	0	0	0	0	0	0	0	0	0	0	0	1.18978	0	0	0	0
ENSG00000154102.11	7.59169	4.77635	5.24263	6.41757	9.73322	7.6351	20.884	9.44985	2.82364	8.11361	2.90953	6.42588	2.7345	5.94064	11.9872	7.99889
ENSG00000165359.15	16.9684	9.53023	10.9624	7.6693	11.7357	8.62101	23.0258	8.81777	3.69791	7.4133	6.47338	7.19359	4.058	8.01667	6.87004	5.06763
ENSG00000172061.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118922.17	11.0748	5.96445	7.90489	5.52931	4.66796	4.20984	15.4069	3.63624	1.94551	1.71887	1.34335	2.46598	2.36931	1.90956	2.18671	1.47261
ENSG00000114779.19	82.6256	46.364	36.4511	60.997	33.6013	49.5991	52.0067	35.3214	13.3231	30.5886	22.8169	28.808	25.398	38.0566	30.461	26.2785
ENSG00000171444.18	0.193125	0.282773	0	0.272106	1.21385	0.396785	0.380978	0.67286	0.186745	0	0.096702	0.213026	0.090303	0	0.354174	0
ENSG00000141579.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114315.4	1.88391	0	0.538827	1.60796	0.435618	0	0.448956	2.48795	0.551137	0.451989	0	1.25637	1.59984	1.51683	4.17371	2.04943
ENSG00000226929.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187527.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078589.13	49.4093	20.6614	20.1125	21.3407	14.4203	19.6053	28.9101	14.7433	8.20841	8.28798	7.05818	18.4404	12.3514	20.5978	10.5568	10.6274
ENSG00000163644.15	36.9751	13.4671	16.8611	11.8775	12.866	14.6896	20.9679	11.1022	7.39551	13.7857	9.87892	9.9764	8.49217	13.2297	5.72418	2.976
ENSG00000053371.12	37.4067	17.1543	21.0664	25.4171	24.785	18.7837	37.5498	35.9175	11.9471	20.8792	11.4764	10.4216	11.3783	20.9915	24.7242	12.8409
ENSG00000176246.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236737.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126461.15	29.4374	15.6971	16.3232	18.5653	29.6988	20.988	21.3936	19.9207	10.1157	18.2375	16.0969	19.8699	24.847	19.0195	21.6231	9.22469
ENSG00000054654.18	57.0343	16.4933	23.4534	21.8394	22.9645	16.8624	24.1035	13.7283	10.6795	16.7519	10.7048	19.6686	17.2724	13.3365	14.2788	7.8751
ENSG00000174177.13	10.6342	4.41725	8.87795	5.3247	6.68863	5.29813	6.8952	7.18922	0.995624	5.9564	4.11819	5.90527	1.5038	4.62194	2.35666	4.33432
ENSG00000250298.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180611.7	1.35066	2.92627	0.773668	1.02422	2.29018	1.40064	3.00819	1.66278	0.790448	0.432947	1.09081	0	0.509736	1.44692	1.74784	0
ENSG00000160691.19	69.3247	32.4467	58.206	39.3474	59.537	46.527	60.9275	43.1021	30.7888	42.1269	34.4324	40.2249	29.4536	48.445	40.8737	28.5563
ENSG00000286094.1	0.71045	0	0	0	0	0	0	0	0	0	0	0	0	0.764076	0	0
ENSG00000114279.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196083.10	10.093	3.01136	11.6268	8.05435	17.1987	10.8576	18.4044	16.1238	8.69266	7.46324	24.6596	12.1316	19.9423	8.67457	14.0425	5.75766
ENSG00000109189.13	2.50228	1.23722	2.0279	1.03974	1.62084	0.930366	4.46383	1.31475	1.31106	0.420085	0.100771	0.971409	0.329503	0.801815	1.16179	0.313757
ENSG00000180879.14	271.299	164.812	264.16	192.169	233.538	169.345	306.777	272.441	145.863	192.572	95.4363	118.401	97.2439	114.32	157.846	113.594
ENSG00000198398.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147813.16	34.8654	8.15011	23.0098	18.7351	54.9279	21.4042	21.2698	45.7778	40.1079	38.583	25.0299	14.152	24.5239	37.492	49.5756	19.482
ENSG00000072786.13	135.927	50.0405	101.239	70.7929	134.278	91.0325	112.246	84.5178	80.9418	79.9473	83.9885	112.287	100.16	89.7122	85.1042	50.3462
ENSG00000026652.15	2.66194	3.54112	6.4049	2.75904	4.21064	1.44893	7.85508	5.49202	2.78941	2.64396	2.72316	1.02923	0.753722	2.29085	2.85191	0.372533
ENSG00000168884.15	39.4621	18.8112	33.2946	21.7319	31.6039	23.0466	37.6968	25.7975	19.2423	26.0037	18.8196	14.6955	16.6092	18.6549	34.9016	18.925
ENSG00000113946.3	0.761978	0.262774	0.2655	0.605922	0.391349	0.839573	0.504314	0.22128	0.24605	0	0.29861	1.05082	0.491454	0.607716	0.394714	0
ENSG00000163347.6	0	0	0	0	0	0.246918	0	0	0	0	0	0	0	0	0	0
ENSG00000253953.2	0	0	0	0	0	0.182848	0	0	0	0	0	0	0	0	0	0
ENSG00000128228.5	36.6914	12.3838	26.2868	13.131	23.2595	15.7009	28.8717	16.6506	8.57788	17.0124	11.3727	16.7384	15.4253	13.5643	16.1969	11.4034
ENSG00000090530.10	0	0	0	0.79611	0.647305	0.290323	0.222673	0.246187	0	0	0	0.311388	2.18155	0.249938	0.258759	0.25374
ENSG00000075213.11	0.081185	0	0.093118	0	0	0	0.077584	0.579492	0.095074	0	0	0	0.183899	0.294205	0	0
ENSG00000179598.6	4.33938	2.88517	3.10688	4.6288	2.79994	5.06449	8.68853	3.43574	1.58747	1.56456	1.31414	1.81015	1.84279	2.90714	5.11384	2.36039
ENSG00000113916.18	84.7577	50.9561	307.123	95.112	407.333	241.432	365.828	377.89	637.766	702.11	404.714	236.141	155.238	148.233	450.122	113.458
ENSG00000037757.14	23.1625	13.556	12.9956	11.2283	15.6212	15.5271	20.7999	12.5588	2.5333	8.54499	6.45509	7.8844	6.69735	8.43071	8.58461	6.64029
ENSG00000082516.9	5.06575	3.06726	3.40023	3.51403	3.08639	2.92106	4.01342	1.95538	1.44681	1.90331	1.79772	3.96065	2.93859	3.05973	2.33191	1.20976
ENSG00000137648.18	0	0	0	0	0.223793	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073282.13	0.352632	0	1.27099	0	0.57156	0.179152	0.275053	0.151908	0	0	0.426945	0.384554	0	0	0	0
ENSG00000135862.6	1.16369	0.393057	0.667361	0.283675	0.153809	1.03414	0.794329	0.701473	0.292024	0.960694	0.10081	0.222079	0.282426	0.355888	0.461527	0.361718
ENSG00000137193.14	153.269	167.77	144.991	126.322	118.756	132.435	110.158	126.172	120.651	153.132	160.844	141.676	167.411	139.702	116.9	136.741
ENSG00000188001.10	4.14084	3.39575	1.87929	2.5993	4.32467	0.873116	1.55124	0.650251	0.360457	2.80001	0.846091	1.09586	0	0.390996	0.341463	0
ENSG00000205542.11	6922.88	3983.44	5808.88	4996.19	7020.84	5520.48	6532	6609.54	3711.28	5603.49	4111.55	4959.09	4135.82	4305.52	5403.82	4328.33
ENSG00000166326.7	17.3122	9.5511	13.4708	9.93243	11.9321	12.6097	20.2963	11.6783	3.76119	8.12214	5.23498	7.57591	6.47917	10.7935	10.9244	4.25822
ENSG00000198471.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139055.7	11.5407	6.72606	7.70145	8.8794	8.00567	8.3866	14.6673	4.57284	5.06427	9.22871	5.81727	1.92404	3.26684	4.64635	4.79369	2.09245
ENSG00000136514.3	16.4354	5.88589	13.6726	5.66804	9.67345	7.44572	12.8162	7.89362	2.33111	5.73412	4.81954	7.97053	3.3835	8.02159	9.92877	13.0032
ENSG00000221887.6	0	0	0	0	0.314102	0.422818	0	0	0	0	0	0.453145	0	0	0	0
ENSG00000127241.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486787	0.931782
ENSG00000175077.6	0	0	0	0	0	0.399124	0	0	0	0	0	0	0	0	0	0
ENSG00000128245.15	80.0698	43.962	54.9094	45.6162	66.7392	61.3352	50.1112	64.318	31.2389	87.1302	40.7707	58.9715	38.2532	51.1692	73.9457	28.5843
ENSG00000197548.12	22.7966	15.7253	18.7719	15.8242	40.9987	18.4306	21.7207	18.7061	10.6606	34.9324	21.2879	28.9755	20.4068	34.6235	29.3162	22.534
ENSG00000163918.10	7.65191	4.42669	4.38495	5.88026	4.5599	4.09558	10.4281	9.83408	3.34243	4.99379	0.66244	2.19133	0	0	2.42612	1.55429
ENSG00000166173.11	0.150773	0	0.381188	0	0.139766	0	0.28811	0	0.176542	0.145124	0	0.403408	0.153525	0	0	0
ENSG00000113889.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080007.8	1.44659	0	0	0.65839	1.60582	0.360196	1.38057	0	0	0.278123	0	0	0	0.310166	0	0
ENSG00000090432.7	23.4413	11.2953	13.5993	9.88478	22.2339	12.9788	17.962	16.5092	10.5086	10.0214	13.6791	11.2091	10.1658	14.9015	15.4152	10.7111
ENSG00000143845.15	2.79949	0	0.662486	0.98714	0.802548	0.720067	1.35315	1.54519	0	1.6678	1.68385	0.385999	0.982456	0	0	0
ENSG00000145192.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003056.8	199.115	104.941	158.853	128.565	159.01	140.503	175.716	131.304	71.0449	97.316	54.655	79.3577	68.9089	102.863	125.784	76.3159
ENSG00000071553.17	95.3771	32.1219	66.6882	53.1257	86.1262	70.5062	77.4026	86.9564	71.6692	92.7948	56.5392	64.3448	73.5406	87.8844	82.852	36.4459
ENSG00000113838.13	10.7864	5.91597	4.30547	5.62083	5.87999	9.04313	11.7068	10.8835	1.55295	3.50518	3.29377	8.94912	2.35091	3.39391	3.19306	2.58975
ENSG00000164458.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213139.8	8.13424	7.20673	4.63651	8.10435	3.76001	3.80665	3.86321	4.30596	0.816535	0.970886	2.45167	1.35304	1.15086	3.28818	1.12232	3.31808
ENSG00000103245.14	19.4633	8.05677	11.5146	11.2468	11.3497	11.4586	16.4794	8.63762	7.29849	7.40467	6.6737	8.64174	5.78921	4.0208	11.7877	6.30323
ENSG00000183091.19	0.937705	0.160283	1.41905	1.27004	0	0.172893	0.924647	0	0.359767	0.060527	0.757823	0	0.344743	0	0	0.151192
ENSG00000080824.19	175.122	137.119	227.339	103.009	177.881	127.097	258.243	128.412	69.143	116.054	58.1589	57.6601	52.8696	75.4458	171.687	51.1474
ENSG00000130305.17	49.2205	26.2451	45.5166	61.8417	33.1386	45.6351	45.6358	53.0839	14.1581	29.8313	21.401	24.2994	16.7768	31.3845	31.3647	18.2093
ENSG00000151092.17	21.1521	13.9835	22.9992	23.8548	28.5218	20.5667	37.8472	21.5106	9.3818	14.347	16.892	13.7463	10.0132	8.4483	19.738	9.35259
ENSG00000110628.16	13.5047	5.13004	22.9573	12.2684	15.1673	9.97982	10.1154	20.3835	8.46582	11.5704	11.0943	24.4443	18.9502	13.9806	17.4068	8.17283
ENSG00000211788.2	55.1689	36.902	26.4839	67.3457	25.4807	59.0153	36.9378	58.8988	9.18714	14.8031	13.9873	41.3218	35.383	25.8753	12.7542	21.4086
ENSG00000073792.16	6.36551	38.4641	9.82977	6.88854	8.60181	8.82787	6.53839	5.31743	34.5059	21.9858	25.115	14.4958	17.4321	24.8344	27.6882	36.9787
ENSG00000075891.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163904.13	15.2997	6.05657	13.0331	6.18291	11.1531	11.9143	13.3806	8.50855	6.64502	10.851	11.2175	7.00246	6.60635	7.77703	7.45737	5.84646
ENSG00000015171.19	17.4489	10.3766	10.9583	9.60018	11.6179	11.605	20.4087	6.02178	5.60212	5.31455	2.5168	6.01704	6.11069	7.41746	7.14738	1.91122
ENSG00000242110.8	3.81384	3.88659	2.07646	2.06076	1.65733	1.43448	6.87331	3.79866	0	6.47405	3.35844	8.25372	2.25178	8.40161	2.85046	0.698399
ENSG00000086967.10	0.189145	0.223586	0	0	0.174984	0.235405	0.180629	0	0.221459	0	0	0	0	0	0	0
ENSG00000212710.5	0	0	0	0	0	0.194484	0	0.164909	0	0	0	0	0	0	0	0
ENSG00000163900.11	12.6241	6.51308	9.53106	5.34948	5.9	6.46877	11.307	11.9478	4.81478	9.34873	3.89852	3.96518	2.80235	4.77367	8.32774	5.21014
ENSG00000073803.14	10.1833	6.87047	10.7234	8.28257	8.95328	7.86833	13.5994	10.4181	7.31218	9.79042	6.32229	5.90747	4.48711	5.62767	9.3263	11.4086
ENSG00000114993.17	2.88325	0.377752	1.82335	1.45462	1.21939	0	0.304949	0.337454	0.617248	0	0.387027	0.426321	0	0	0	0
ENSG00000138760.10	12.6795	4.76738	12.961	8.79321	17.3398	10.0538	17.6858	11.7938	6.87162	11.2981	8.24992	6.69066	7.18335	13.3733	21.2575	5.87918
ENSG00000100815.12	6.56987	2.29967	4.8885	5.07911	5.77323	5.21444	9.09201	4.46432	2.46207	3.4623	2.98563	2.6113	3.02815	2.47015	5.28387	1.86374
ENSG00000146416.19	6.73766	8.51115	5.27346	5.03475	10.4343	8.85152	10.3944	10.4269	4.20374	12.5717	7.28639	5.53138	4.69076	7.80426	8.08109	5.72903
ENSG00000257335.8	8.48092	5.33176	19.0109	10.1419	43.9908	29.673	41.4344	29.9687	109.288	71.7939	65.3384	44.6968	44.7809	50.0528	31.6428	11.639
ENSG00000109501.14	1.87158	1.33014	1.50163	1.92031	0.865732	0.262433	1.42987	0.98959	0.219581	0.180455	3.10326	0.500853	0.403528	0.772615	0.799802	0.387671
ENSG00000156931.15	15.7752	8.30619	18.6049	16.356	39.6368	20.1098	35.6951	35.8987	20.3182	15.001	20.8033	28.0323	19.3185	18.9508	20.0497	19.5487
ENSG00000168515.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127948.16	44.2349	11.9877	42.392	24.4443	50.5025	37.328	35.7033	45.9526	43.4307	57.7253	61.2948	29.3993	21.7364	37.1284	34.1763	25.3504
ENSG00000163882.9	26.0419	5.72531	18.8173	13.5053	18.1253	23.0612	30.868	12.9391	16.244	7.17792	4.88595	3.23144	12.6587	6.93032	13.4805	6.52123
ENSG00000175087.10	4.12431	1.49544	3.95908	2.99362	3.8037	3.88859	5.18358	1.90895	1.11095	1.89933	0.797412	1.53736	1.30377	0.880709	2.45728	0.357831
ENSG00000237700.2	0	0	0	0	0	0	0	0	0	0	0	0.655573	0	0	0	0
ENSG00000175182.15	8.61093	2.79946	16.161	9.56919	9.49122	10.953	15.0451	10.1795	11.3633	13.772	8.84951	9.86342	5.50266	12.1142	9.93898	6.32061
ENSG00000163888.4	0	0	0	0.589236	0.478855	0	0	0	0	0	0	0	0	0	0.573345	0
ENSG00000284753.2	5.0517	1.98952	2.88277	1.91707	4.67105	5.25058	10.4088	4.4542	1.9691	3.22099	1.01623	1.12131	0.953076	4.53208	2.79129	0
ENSG00000228567.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259305.6	3.46543	0	4.55605	0	3.00204	0	1.07417	1.49426	0	7.90926	0	0	0	0	2.97311	0
ENSG00000214160.10	24.4783	11.7204	25.0592	16.9012	16.3947	15.5168	28.5942	21.9629	10.0751	13.0725	5.79561	17.8908	16.7276	12.0955	14.868	7.87831
ENSG00000016402.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094880.11	12.7401	8.56839	8.55833	6.99763	10.77	10.0941	12.5337	6.02786	1.80018	5.70494	3.72641	6.15875	6.21896	5.74859	9.02943	3.82346
ENSG00000186038.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182700.5	3.16445	3.03926	2.49343	3.15024	3.84236	3.69234	4.91043	3.5484	0.926249	2.47372	1.19846	1.58451	1.56789	0.847531	2.41416	1.07582
ENSG00000138193.15	0.483792	0.1227	0.168514	0.696213	0.189982	0.093948	0.722815	0.489611	0.063671	0.147339	0.067298	0.269815	0.061506	1.03316	0.173586	0.110967
ENSG00000204536.14	12.5812	5.39722	6.48011	6.79329	9.6778	3.64152	15.6403	2.52654	3.81032	3.50255	3.97819	3.1273	7.42225	6.53582	3.8345	2.3144
ENSG00000211765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180834.8	0	0	0	2.16672	0	0	0.90059	0	1.10796	0	0	0	1.17723	0	0	0
ENSG00000204779.2	0.221478	0	0	0	0	0	0	0	0.518598	0	0	0	0.25082	0	0.245731	0
ENSG00000187815.10	3.1255	1.76113	3.69859	3.55648	3.21604	2.16377	2.13343	4.75358	0.872125	1.194	0.821442	1.32601	0.768222	0.727565	2.25638	0.540292
ENSG00000222014.6	0	0	0	0	0	0.509484	0	0	0	0	0	0.557559	0	0	0	0
ENSG00000268089.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166337.10	188.789	106.576	194.927	112.868	184.893	123.299	186.177	127.39	102.165	217.611	121.487	92.3004	88.8171	133.788	153.473	113.814
ENSG00000198624.13	122.405	40.2298	104.935	61.8613	117.957	78.198	110.175	84.6102	68.2017	122.168	54.9115	69.4142	59.7118	71.415	72.6509	63.8024
ENSG00000167977.9	27.4358	8.19258	16.5398	19.3875	26.9826	19.056	25.0812	18.9037	13.8609	21.4298	15.3912	15.0336	11.1195	16.0995	12.1708	11.6247
ENSG00000150628.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114796.16	20.4341	12.9422	13.5446	8.77601	21.9219	8.79574	34.8288	10.3044	9.67621	11.4928	6.88432	8.11932	7.77117	8.1418	7.10571	6.54256
ENSG00000180828.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176597.12	2.09984	1.20155	3.02031	1.12405	9.44529	3.56949	7.81769	8.39701	4.82024	5.80108	5.38944	3.51848	1.49193	2.98912	4.02089	2.43283
ENSG00000213853.10	1.04902	0.981408	2.76273	1.24526	1.88765	2.16957	1.95184	1.87304	0.464286	1.53476	1.96675	1.72342	1.02108	1.52515	1.33924	1.04625
ENSG00000134588.12	0	0	0	0	0	0	0	0	0	0	0	0.24977	0	0	0	0
ENSG00000258947.7	4.78259	0	0.491673	1.39699	0	0	0	3.80873	0	0	0	0	0	0	0	0
ENSG00000168010.11	275.127	85.9675	348.44	177.268	337.4	180.94	416.629	320.641	303.114	289.199	335.618	293.902	218.145	273.461	253.163	177.863
ENSG00000136152.15	20.2071	6.63548	10.4197	5.39821	10.1796	11.7827	17.0558	12.5421	4.32412	13.9422	4.11878	3.74828	3.34587	2.84742	6.86963	6.851
ENSG00000078070.13	15.3864	5.17739	8.33516	6.22662	7.0665	6.85888	10.8411	4.80109	2.6096	5.25039	1.38854	4.70229	3.24589	6.23603	5.49094	2.17963
ENSG00000058063.16	23.2215	12.8772	23.8524	13.1501	34.9706	19.8302	40.2287	20.7661	20.0512	26.0781	21.4719	11.7459	9.05759	9.84663	14.6237	8.01369
ENSG00000162366.8	162.193	137.03	62.0195	137.343	40.8076	49.963	50.7009	135.858	177.602	134.276	271.019	204.895	182.416	164.891	209.609	131.659
