mouse_110_WT_C	mouse_110_WT_NC	mouse_148_WT_C	mouse_148_WT_NC	mouse_158_WT_C	mouse_158_WT_NC	mouse_183_KOMIR150_C	mouse_183_KOMIR150_NC	mouse_198_KOMIR150_C	mouse_198_KOMIR150_NC	mouse_206_KOMIR150_C	mouse_206_KOMIR150_NC	mouse_2670_KOTet3_C	mouse_2670_KOTet3_NC	mouse_7530_KOTet3_C	mouse_7530_KOTet3_NC	mouse_7531_KOTet3_C	mouse_7532_WT_NC	mouse_H510_WT_C	mouse_H510_WT_NC	mouse_H514_WT_C	mouse_H514_WT_NC
ENSMUSG00000022436.16	190.31	180.974	218.819	191.068	224.727	181.186	245.522	179.117	241.184	192.312	216.083	144.894	200.303	179.956	142.856	149.391	190.037	165.865	167.496	133.895	203.364	166.452
ENSMUSG00000060204.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024670.17	1.92936	0.839247	0	0	0	0.573042	0	0	0.245188	0	0	0	0.226254	0.245437	0.517732	0	0.817744	0	0.242564	0.248975	0	0
ENSMUSG00000023826.16	0.2603	0	0	0	0	0	0.670512	0	0	2.32091	0.864857	3.36753	0	0	0	0	0	0	0	0	0	0.243647
ENSMUSG00000005220.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049387.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052726.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042717.5	0	0	0	0	0	0	0	0	0	0	0.193759	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101113.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061878.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001260.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111863.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051592.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029209.15	21.1179	19.6425	16.9339	14.1139	11.1558	8.04434	7.33787	11.9937	8.23581	17.7469	13.0389	4.54532	10.1265	16.1484	14.7204	13.998	28.5032	16.3087	10.892	8.74889	7.44502	8.7321
ENSMUSG00000029208.16	11.0084	5.77638	12.0218	11.4073	8.642	10.5454	12.0135	8.22378	10.1519	10.6402	7.86879	7.82865	8.12972	11.2362	12.1606	11.2763	11.958	8.82293	9.9899	8.46146	9.99017	9.63551
ENSMUSG00000052310.9	72.4288	64.489	78.8586	60.2514	69.3403	64.1123	76.18	58.525	80.5082	53.1803	75.6777	46.5749	88.7088	72.0465	87.159	57.4878	78.317	68.8214	85.2392	68.8924	82.6966	50.3762
ENSMUSG00000039103.12	0	0	0	0	0	0	0.574429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068082.12	0	0	0	0	0	0	0	0	0	0	1.42982	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027463.14	1.89148	0.57376	1.68806	1.86403	3.08858	2.12041	1.16183	0	2.33282	1.31303	2.03558	1.62578	11.7199	7.26551	9.46325	0	8.34465	4.50221	5.54996	3.80459	2.6685	2.06631
ENSMUSG00000041258.18	42.5364	44.9936	42.0084	51.3479	38.5297	54.05	41.0856	37.8646	32.9408	44.7766	49.922	33.7904	32.6382	43.681	31.1606	41.7894	43.6027	45.5581	35.4367	36.6167	41.7405	41.4818
ENSMUSG00000095346.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092060.4	0.89262	0.785031	1.84233	0.638626	0.889772	0.855872	0.634187	0.887445	1.00657	1.69987	0.555763	1.39327	1.63053	2.41295	0.677531	0.665005	1.53209	1.41673	1.97181	1.89922	0.57162	2.31117
ENSMUSG00000060503.6	0.706949	1.00445	1.00263	0.963804	1.33825	0.813949	1.1175	1.12793	1.03491	1.58287	0.345624	0.396042	1.37952	1.166	1.12508	2.03187	1.0223	1.32152	1.66582	0.656037	2.51718	1.75063
ENSMUSG00000093868.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094356.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4719	0	36.5253	0	0
ENSMUSG00000019777.16	40.7886	35.243	40.2978	30.8778	42.9334	26.1738	40.994	42.8939	45.5779	30.1506	43.6517	25.6446	32.1494	32.4144	42.5054	23.0031	32.9646	30.1279	37.6708	30.7525	35.0807	27.7285
ENSMUSG00000037736.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033597.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025161.16	92.0873	232.566	84.5256	192.621	75.0941	223.413	94.9108	192.565	98.1321	260.99	81.6087	303.369	122.425	214.148	92.8787	263.598	76.1692	171.196	94.9618	208.504	123.899	238.916
ENSMUSG00000070471.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32432	0	0
ENSMUSG00000029223.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024052.17	37.7135	29.8698	32.1936	36.0502	39.4566	35.5925	43.0431	30.4429	33.6495	36.4531	27.6285	27.7645	29.7577	33.0183	28.7689	25.5067	26.5044	32.5434	24.2034	25.2288	28.4938	27.4794
ENSMUSG00000060565.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051323.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100205	0	0	0	0	0	0	0
ENSMUSG00000005362.14	27.8479	18.8144	34.8845	32.7634	20.6765	22.89	32.6588	46.5836	34.9144	30.6944	22.5235	15.4707	26.5383	32.4198	20.2127	24.5437	27.8019	20.1688	19.1628	16.1371	26.2226	21.9854
ENSMUSG00000056832.14	0.666919	0.369108	0.284429	0.190186	2.3592	1.17357	1.15871	0.266047	0	0.460221	0.89407	0.417138	0	0.837123	1.66595	1.48265	0.61051	1.30933	0	2.35235	0.631545	2.36034
ENSMUSG00000090383.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075377.2	0	0.659264	0	0	0.162263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169556	0	0
ENSMUSG00000070780.11	25.5369	32.7935	35.8415	49.5226	23.8109	22.0789	32.8361	35.4983	19.6899	31.3858	21.3057	76.1227	35.7906	24.3854	42.3854	42.4956	38.75	32.6657	49.4282	46.6092	50.3626	34.1684
ENSMUSG00000039662.16	21.6236	20.7088	26.1858	26.2553	22.1785	24.7216	21.8371	28.0106	21.5543	19.8487	25.4688	19.9843	25.5117	24.0092	27.0155	22.2009	25.364	20.2251	25.3429	21.5391	21.2618	21.2075
ENSMUSG00000026928.14	204.629	223.508	211.746	195.664	214.644	203.543	205.575	216.423	215.467	206.94	194.708	194.652	227.715	172.647	207.964	176.585	222.938	218.156	227.961	186.826	202.181	206.834
ENSMUSG00000054598.13	0	0	0.50316	0.580656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108748.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029205.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480339	0
ENSMUSG00000074870.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003154.15	44.8952	41.075	41.4937	48.2611	68.3965	75.8445	62.7056	54.7308	63.8634	49.0955	71.9867	42.2714	45.8642	71.4942	35.198	45.38	51.8358	41.6597	42.6829	37.303	41.8177	36.9541
ENSMUSG00000037795.14	17.0613	18.3441	14.1285	16.6064	12.6823	16.9871	15.2016	16.2116	12.6443	15.8022	16.0791	13.831	6.76981	15.6684	8.89157	13.0209	11.5589	15.0701	11.8378	16.3157	14.8208	16.7525
ENSMUSG00000029202.12	87.7267	82.4372	80.5378	98.2757	84.4046	83.8433	84.2874	87.6191	82.0021	82.5787	90.8242	92.4562	58.8189	69.0492	80.8804	74.1915	70.6515	80.3723	69.4345	77.5296	72.6794	85.9339
ENSMUSG00000029203.16	88.4126	112.542	107.826	118.062	96.6854	104.932	110.893	109.719	96.1358	124.086	103.456	114.296	98.3058	96.6604	138.808	114.534	103.637	108.011	113.161	120.426	112.522	121.492
ENSMUSG00000049315.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105835.1	20.2281	70.3035	32.0109	36.5202	63.849	24.6441	45.9823	57.566	40.5446	0	57.5556	0	0	30.9022	0	35.4756	31.5311	45.4677	0	43.5639	38.0545	0
ENSMUSG00000094995.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051498.7	48.8546	56.3615	30.7776	28.0962	42.4553	64.7355	42.8279	61.0804	38.388	42.631	19.376	30.2646	54.4579	42.9199	38.4801	42.1617	55.0366	44.0734	65.7956	25.0152	51.5922	49.6886
ENSMUSG00000053391.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044827.10	32.2825	25.4761	36.2545	20.9232	34.5929	25.4127	29.7202	23.2883	35.1134	27.2922	21.5941	21.5709	45.0419	21.4796	37.149	17.258	41.8995	33.3536	39.039	32.3843	38.7221	29.3257
ENSMUSG00000028719.8	155.913	216.362	190.333	151.248	175.719	156.014	166.687	170.882	177.823	151.04	164.226	151.478	189.488	148.548	166.254	165.943	177.607	192.22	204.986	188.776	209.964	170.159
ENSMUSG00000090061.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062175.13	1.56323	2.2048	0.477406	2.13454	0.998976	3.19927	0.88942	0	2.05647	0.962216	2.07798	0	1.42323	0.51467	2.17108	2.0226	0.268831	1.03111	0.762602	1.56627	0.640907	0.878243
ENSMUSG00000037355.14	14.519	15.7146	10.248	10.912	10.9223	13.2682	12.3838	13.8755	12.5579	10.2348	9.89619	11.902	9.40644	9.41697	9.6143	14.0165	13.1463	15.1412	13.2529	11.2805	11.4695	13.0446
ENSMUSG00000037999.13	1.44484	2.34963	0.734048	1.69634	1.06355	1.06565	1.05284	1.32596	0.912533	1.38695	0.738119	3.33077	1.26331	6.75451	0.964116	1.23018	2.19718	3.07299	1.36807	7.59242	1.02489	3.84528
ENSMUSG00000024306.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058886.9	46.6787	46.1459	35.8285	22.1643	33.9601	27.7089	34.0077	22.4433	37.3548	24.9589	44.9886	40.7379	20.2845	29.2918	29.669	31.3065	26.6178	36.6157	34.3561	28.2141	21.6722	26.5394
ENSMUSG00000063882.12	517.451	411.555	568.518	417.318	520.053	394.009	564.735	424.915	467.712	437.234	630.775	331.039	556.484	506.184	449.277	433.589	509.074	411.516	517.239	464.751	480.456	418.328
ENSMUSG00000059974.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237803	0	0.243408	0	0	0
ENSMUSG00000029108.14	0	0.285478	0	0	0	0	1.05407	0	0	0.121157	0	0	0.245714	0.181406	0.281111	0.078422	0	0	0.388195	1.30839	1.13628	0
ENSMUSG00000036523.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086928	0	0	0	0	0	0.120027
ENSMUSG00000075572.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011171.11	0	0	0	0.234544	0	0	0	0.325961	0	0.204627	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039178.9	2.2433	0	1.25496	0	0.909737	1.09444	2.7426	0	1.83893	0	3.15295	0	0.287973	0	1.31762	0	1.95766	1.3352	3.96531	0.634048	1.55571	1.06626
ENSMUSG00000030609.18	73.7186	88.9738	65.1775	59.5706	70.341	87.9488	113.39	76.9321	62.3716	50.8705	88.1222	38.346	55.0113	69.3382	46.3381	90.8643	65.8963	53.1149	51.4629	44.3415	74.9015	50.5747
ENSMUSG00000061461.11	45.5076	30.2472	39.9199	35.6136	51.41	39.8346	39.3812	40.102	33.5135	37.5443	41.8013	33.9477	52.626	53.0068	42.3435	35.4756	41.5733	40.6965	48.3259	34.1496	42.2327	39.2289
ENSMUSG00000052485.7	1.5654	0	0	0	0	0	0	0	0	0	1.3029	0	0.595519	0	0.680418	0	0	0	0	0	0	0
ENSMUSG00000029173.12	5.25899	7.13911	4.64202	6.06953	7.15719	7.02573	6.13435	4.75208	7.27998	6.58649	6.55545	7.49297	4.961	6.81748	8.55234	6.92734	6.75708	6.3946	6.11262	4.60657	5.9082	8.92717
ENSMUSG00000029272.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104423.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038594.9	17.7649	26.5009	16.1468	26.731	18.0112	35.4847	14.8393	24.2346	20.7297	29.2557	11.4353	37.6085	20.437	48.7312	18.9377	40.4303	17.687	26.6563	17.4349	17.8698	26.1141	41.88
ENSMUSG00000079502.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051391.9	162.689	215.681	162.076	219.653	181.068	208.26	205.394	222.615	217.564	212.408	171.547	219.663	137.679	194.643	158.78	166.56	123.652	174.4	135.675	163.456	177.967	174.763
ENSMUSG00000055108.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029167.13	0	0	0	0	0	0	0	0	0.250742	0	0	0	0	0	0	0	0	0	0.30364	0	0	0
ENSMUSG00000022098.10	0	0	0	0.228266	0	0	0.226724	0	0	0	0	0	0.170509	0	0.390255	0	0	0	0	0	0	0.223848
ENSMUSG00000029090.12	0.734313	0.16175	0.30325	0.175166	0.43945	0.176154	0.173968	0	0	0	0	0	0.278345	0.452661	0	0	0.473438	0.163781	0.32295	0.30612	0	0.171745
ENSMUSG00000031558.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115948
ENSMUSG00000043029.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073423.10	97.0071	82.7215	88.2531	85.5072	79.4718	88.7761	109.93	91.35	69.9004	79.2997	72.5182	87.5246	76.8812	88.3412	67.9006	70.7432	84.2131	97.3681	59.2453	87.2145	75.884	66.2751
ENSMUSG00000015882.18	8.68762	6.83706	11.3936	22.9648	6.35892	4.26584	8.47949	7.53762	4.78038	4.50381	8.1982	3.64783	12.0004	7.05168	7.08415	7.14352	22.6788	17.2872	7.69357	15.1422	13.4638	6.77025
ENSMUSG00000027933.11	27.5267	24.7022	24.2266	27.7287	29.8824	25.2528	24.213	19.132	29.1954	23.8723	30.2975	23.4854	22.4164	17.1564	24.6269	17.4656	20.2364	22.1341	22.7782	18.0452	27.7722	22.5753
ENSMUSG00000015804.14	39.1188	41.7975	35.9948	48.0069	37.9611	44.4791	24.3938	26.8497	27.1447	42.9969	33.9251	50.6762	39.9936	54.9989	32.8878	44.7266	24.5946	34.9793	31.0062	35.2613	31.9128	41.0264
ENSMUSG00000109328.2	0	0.1519	0.284774	0.164499	0.137555	0	0.163371	0.228601	0	0.374714	0.567424	0	0	0	0	0.14685	0.29641	0.153806	0.151638	0	0	0.16128
ENSMUSG00000028894.18	33.0014	36.6956	29.6045	35.0128	35.537	39.1939	32.2814	33.9884	30.6943	38.5124	24.1702	34.7175	29.4789	34.2869	31.4741	38.6467	29.1195	32.1693	25.3568	36.1271	25.3736	32.5035
ENSMUSG00000071165.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079465.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029814.10	0	0	0	0	0	0	0	0	0	0	0	0	0.718251	0.155746	0.164407	0.16141	0.325772	0	0.16667	0	0	0
ENSMUSG00000005610.17	454.812	476.602	382.715	459.093	380.127	415.669	417.942	454.535	433.109	399.545	430.789	434.763	419.908	483.871	419.849	410.148	381.749	396.57	373.543	393.634	348.569	363.339
ENSMUSG00000029086.15	0	0	0	0	0	0	0	0	0	0	0	0	0.247632	0	0	0	0	0	0	0	0	0
ENSMUSG00000034684.12	1.47131	0	0	0	0	0	0	0	0	0	0	2.61117	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069565.12	80.0585	121.503	90.4651	117.276	110.278	113.425	120.88	119.62	101.842	113.17	121.235	131.265	86.8774	107.203	129.249	136.459	120.067	104.215	111.66	102.175	86.7442	103.892
ENSMUSG00000037926.15	235.612	355.807	192.885	345.779	205.953	362.788	236.643	343.735	201.381	305.752	225.409	319.465	194.013	292.425	155.959	321.016	189.99	308.105	194.708	269.704	227.953	304.442
ENSMUSG00000048373.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082815.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047642.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033036.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079588.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029082.17	45.4946	13.2042	44.2656	9.94558	29.7642	6.74122	19.2032	10.9154	27.5087	9.04464	24.8721	5.12867	135.298	8.45364	57.5752	4.75389	64.1012	11.9618	64.8643	23.4762	33.0912	7.41942
ENSMUSG00000095533.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067285.4	0.333612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029128.12	23.6027	34.2994	17.6752	29.6265	17.945	32.1513	23.9532	21.9788	30.6822	27.1655	28.2719	30.244	15.8179	34.7468	18.5495	24.4198	26.4167	19.0769	26.2028	21.4491	25.6287	22.1193
ENSMUSG00000051022.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426395	0	0	0	1.15198	1.24343	0.432557	0	2.42327
ENSMUSG00000039358.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031490.6	75.605	71.599	66.1627	67.3328	76.9411	78.437	81.4305	66.7147	76.5652	80.8577	58.5565	85.8512	89.2935	86.3833	70.1275	71.8383	74.343	68.6644	80.5952	67.7766	72.2238	71.2931
ENSMUSG00000039286.12	40.704	27.5192	34.7269	35.231	34.658	30.6279	36.7089	39.7066	36.6689	27.2782	43.6945	22.7411	43.6903	36.2806	36.2259	23.562	27.6699	29.1834	24.8832	36.3202	42.3481	38.1578
ENSMUSG00000031447.7	816.997	573.599	836.935	601.116	869.656	644.624	805.789	591.793	872.108	611.179	870.571	674.257	889.891	712.277	900.25	686.439	864.12	599.223	902.325	593.676	895.026	624.086
ENSMUSG00000005981.11	43.1654	42.5731	43.5555	42.2615	38.2968	42.5541	39.9026	35.9233	39.4153	35.664	43.1647	42.0343	38.035	35.2483	42.2387	34.6303	40.58	43.7618	39.618	38.8129	41.2475	36.6634
ENSMUSG00000054893.15	1.18664	0.596476	0.392164	0	0.947289	0.683573	3.30811	0	0.585089	0.1976	0.39423	0	0.513271	0.19518	0.411913	0	1.16383	2.63917	0.62645	0.197992	0	1.57728
ENSMUSG00000029119.9	95.2512	76.2641	87.7359	74.2587	85.1734	82.9482	91.3321	74.3029	97.2008	73.8528	79.1938	54.2912	70.7997	72.2629	81.9384	59.4041	77.6069	64.352	92.1144	70.4341	81.2244	62.1525
ENSMUSG00000048573.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029029.14	14.8998	20.2857	11.3291	13.076	16.5391	14.7653	6.23708	31.067	9.46796	12.7878	12.7467	9.57449	9.56669	16.7154	13.7912	10.7517	12.7154	15.1616	12.546	9.62425	9.54303	10.2685
ENSMUSG00000052763.7	9.88631	19.5414	10.895	5.71947	11.9642	13.2397	12.215	14.3083	10.8371	13.7244	15.4308	7.48317	10.9093	11.5878	6.50091	9.70494	9.53097	9.09136	13.4481	11.5048	8.29059	10.0977
ENSMUSG00000061039.5	0.800708	0.506638	1.32206	0.645373	2.48643	0.692304	3.2672	0.572386	1.54827	0.508593	0.706513	1.78791	1.06956	0.589015	1.88105	1.13895	2.31181	1.6775	2.82714	1.19222	2.64825	1.74455
ENSMUSG00000020839.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060708.4	25.382	19.2938	15.7727	28.9811	15.8223	26.5303	21.4373	14.9923	21.5073	18.8406	26.9858	24.6651	23.5923	27.9757	16.5447	18.6826	20.0207	22.0586	19.2822	22.4681	17.3556	19.8579
ENSMUSG00000029192.17	49.8016	40.9924	51.872	35.9975	47.8449	42.1432	45.5975	39.4867	43.0638	37.5857	49.1561	30.9666	62.3636	33.6716	60.6795	37.4031	67.2049	46.1066	64.1972	49.3848	53.7321	42.3666
ENSMUSG00000045126.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047356.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063550.8	44.4049	63.3493	39.9148	56.6735	50.8429	57.5511	49.0565	54.4985	50.3691	54.5554	52.4201	55.5104	37.3625	58.16	43.0394	47.7816	41.6798	50.852	40.7678	54.2949	46.708	51.6444
ENSMUSG00000070498.3	0	0.089306	0	0	0	0	0.09604	0	0.083239	0	0	0	0	0	0	0	0	0	0.089139	0	0	0
ENSMUSG00000022756.17	0	0	2.72072	0	0.406449	0	0	0	0	0	0	0	0	0	0.44121	0	0.873895	0.400259	0	0	0.312113	0.476274
ENSMUSG00000075158.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022595.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021027.17	29.6685	25.6597	30.5574	28.2977	27.7586	32.7644	26.8782	28.7552	18.9899	33.6737	26.0678	25.1763	14.7293	21.7417	21.1216	32.8473	22.4335	36.8527	17.0269	29.7105	15.1425	28.2468
ENSMUSG00000029094.12	3.44267	2.49112	2.53786	3.04963	2.55116	2.61002	3.61101	1.62994	2.92782	2.36947	2.04149	4.60597	1.39766	1.71684	3.41317	2.19857	3.69912	2.85335	4.43257	2.97086	3.81588	3.4494
ENSMUSG00000027073.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095768.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029097.11	4.14809	5.00202	5.05001	5.00019	7.00584	4.40091	3.7247	6.36987	5.3816	5.81609	9.69148	11.8875	4.46973	7.53945	7.37433	5.20845	6.00611	5.06484	3.64937	5.2808	3.1323	5.51597
ENSMUSG00000003929.11	5.27287	4.37845	4.80421	2.80593	4.64264	4.41934	5.08988	8.18801	2.3946	7.3335	5.92146	13.4167	2.09326	7.47218	3.67155	7.52253	5.98008	2.62352	1.18538	2.96125	1.38131	6.27112
ENSMUSG00000045318.6	0	0.21251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029103.16	109.031	72.7457	145.479	86.6364	143.367	75.6918	152.034	50.2477	145.625	87.7549	108.846	69.2939	127.277	86.5805	123.942	87.0332	107.65	85.3838	134.891	79.7865	98.7653	57.763
ENSMUSG00000028779.16	44.1281	34.442	40.7467	37.2976	38.4958	39.2437	39.7505	32.3113	55.4511	39.6496	37.6385	29.6835	43.8482	35.4884	43.2498	36.3957	42.8286	34.8764	39.3982	31.7381	44.0895	35.0224
ENSMUSG00000029101.16	0.174217	1.18457	1.02917	1.31018	0.595878	1.71966	3.31467	1.65194	0.790469	0.994567	0.744255	0.80045	0	0.791341	0	1.14511	0.748811	4.09622	0.266096	1.64153	0.247579	2.12696
ENSMUSG00000071711.12	17.1185	13.2233	20.4827	12.7377	28.1038	16.6206	23.5098	12.1167	28.3698	21.1424	11.9525	17.5247	35.734	16.8119	28.1989	17.3844	30.7774	15.7841	30.553	22.9365	21.8589	17.1187
ENSMUSG00000036693.12	17.0028	22.7673	17.2334	23.1702	12.677	19.4347	17.9999	24.3585	16.2446	23.3289	18.752	13.2139	16.5263	17.4164	15.1262	20.1626	13.9136	16.943	14.5173	20.2657	13.0769	14.8599
ENSMUSG00000027452.11	27.4956	87.2288	34.8311	82.874	35.8604	80.9482	44.7401	90.2551	37.8447	123.043	43.7691	112.741	11.6415	100.805	8.74884	98.2056	15.365	94.6512	19.9578	79.8945	26.2995	93.4896
ENSMUSG00000059866.13	50.4628	69.2441	43.1584	64.9026	46.23	68.5012	50.3222	68.1303	52.2449	57.1918	40.2072	64.7379	46.8002	47.9789	35.2543	61.8287	43.8321	64.795	45.5734	61.748	49.3091	49.5721
ENSMUSG00000027403.12	0	0	0	0	0	0	0.237066	0	0	0	0	0	0	0	0	0	0	0	0.660153	0	0	0
ENSMUSG00000024999.7	9.55279	11.3455	7.20499	11.0975	5.63516	10.3647	9.64426	9.63904	6.99551	10.1996	9.31297	8.81756	5.03869	9.21958	6.84767	9.20028	4.47119	7.04103	7.30762	10.7382	5.53322	8.16978
ENSMUSG00000037235.13	65.1554	37.3968	59.7875	29.952	50.5075	29.4298	56.6527	25.2017	78.1571	40.5945	65.2853	37.8637	42.0939	32.6545	66.1205	22.7398	61.4929	39.5069	68.6897	34.0136	48.8756	34.087
ENSMUSG00000038648.5	12.6203	4.95209	12.5978	6.67619	12.7176	6.27057	9.56433	5.01891	9.13758	4.29528	9.33401	3.43831	16.6059	6.40749	11.2464	5.56814	13.3129	6.95847	13.7192	10.4186	16.2225	9.33375
ENSMUSG00000027605.18	10.8532	19.1007	21.7097	17.279	16.1275	20.4975	21.1668	15.1556	18.9744	23.483	23.8508	32.0038	16.1584	19.1425	15.3934	19.5187	15.4874	14.7846	13.8758	16.0398	17.649	24.4224
ENSMUSG00000075046.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529992	0	0	0	0
ENSMUSG00000054720.12	36.8171	124.41	41.6372	123.339	70.6561	129.386	62.8047	121.019	58.5939	101.911	65.162	97.5428	50.6402	153.992	49.2874	129.785	38.6143	119.25	44.4096	89.367	51.4895	130.956
ENSMUSG00000086056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048142.9	47.2485	40.8531	46.0099	40.7926	50.0112	45.3096	40.5099	34.0451	41.469	30.1837	38.7083	37.0501	25.6974	32.8704	24.5498	30.7847	42.9701	37.5847	41.4362	29.7078	43.0476	28.9129
