SampleAC1	SampleAC2	SampleAC3	SampleAC4	SampleAD1	SampleAD2	SampleAD3	SampleAD4	SampleBC1	SampleBC2	SampleBC3	SampleBC4	SampleBD1	SampleBD2	SampleBD3	SampleBD4
ENSG00000161652.12	1.90018	0	0.475719	0	1.03806	0.425578	1.14774	0	0	1.35313	0.266222	0	0.19043	0.626498	0	0
ENSG00000178591.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169136.11	14.0006	2.51117	6.80096	1.88329	9.33508	4.90368	9.3895	7.59662	1.69826	3.90183	1.91353	2.51188	1.53225	2.3421	3.62864	3.65193
ENSG00000104951.16	0.997349	0.438239	1.371	0.407435	4.0435	0.179097	0.725962	0.839971	0	0.10869	0.449183	0	0	0.44344	0.398347	0.313914
ENSG00000104946.13	33.3718	5.82301	21.115	6.85465	19.6655	14.2613	30.4984	14.5341	5.36639	9.72915	7.27952	6.86517	5.07858	8.02152	5.46933	4.86433
ENSG00000204673.10	10.8293	4.51667	10.5436	3.92576	13.0876	9.76063	12.5559	9.001	7.89119	12.5175	6.82686	4.62172	4.57191	4.35499	10.2922	5.50544
ENSG00000039650.12	30.5351	3.5721	17.7735	10.4891	22.3361	5.98136	38.1665	14.8183	6.82615	9.49188	9.18291	12.6457	118.891	6.431	7.04775	3.11758
ENSG00000104960.15	34.0989	5.85737	22.9933	15.7893	30.6216	21.4245	44.7747	27.499	9.19559	18.0583	14.4092	10.5254	8.52062	13.8132	12.2411	6.48376
ENSG00000010361.14	6.05349	0.885406	5.28632	3.63253	3.57498	3.28326	8.09202	7.26668	0.757722	4.5956	4.00324	5.37967	2.39681	2.41829	2.96577	1.43276
ENSG00000268606.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173480.11	3.88723	1.54778	3.9115	3.59627	6.52597	2.26777	11.2417	10.3164	0.529765	4.48975	2.31126	6.03144	1.11557	1.14387	0.646015	0.349624
ENSG00000126467.11	0	0.483057	0.269976	0.392598	0.94648	0	0.932667	0.971183	0.123211	0.393733	0	0	0.111409	0	0	0
ENSG00000169169.14	0	0.303063	0	0.192708	0	0	0	0	0	0	0	2.07078	0	0	0	0
ENSG00000126453.9	16.1334	2.35307	4.37003	2.1316	9.55874	5.17878	4.10356	4.9768	1.15801	5.89678	1.159	1.08608	1.87045	2.96405	3.90953	1.13563
ENSG00000126456.16	93.9997	14.5015	41.7523	23.7141	45.9965	24.8721	80.9605	34.1409	14.3944	23.1239	13.946	14.8045	12.2594	13.717	16.3423	11.1583
ENSG00000126464.14	14.52	2.34977	6.52348	2.8773	7.06477	4.25861	10.1389	4.37081	1.32242	3.0497	1.69049	2.98986	1.92152	2.80253	2.87176	0.579575
ENSG00000126460.11	0	0	0	0	1.04981	0	0	0	0	0	0	0.87784	0	0.236969	0	0
ENSG00000142546.14	86.7452	27.9766	78.9656	35.4388	65.9685	53.9139	104.793	54.4399	10.662	33.777	14.6449	23.716	17.1645	19.905	22.9394	12.6067
ENSG00000104870.13	124.547	11.9703	147.154	43.729	255.083	92.9521	267.883	148.855	62.7338	125.777	86.5785	78.2621	44.3285	68.3	99.6102	53.0414
ENSG00000130234.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142541.17	1435.54	399.029	1125.19	457.924	1247.71	888.851	2697.27	854.289	150.542	675.41	155.492	254.578	143.929	205.567	381.462	165.813
ENSG00000090554.13	68.7829	15.9405	36.7697	30.589	34.0146	41.1846	63.0443	37.0376	5.69711	13.3844	6.60427	10.8845	8.74101	13.8946	11.1996	6.36665
ENSG00000104872.11	46.5624	6.59342	23.3777	11.14	24.1134	17.8252	41.7492	19.1898	3.32307	10.7728	5.44663	9.91201	3.53459	8.10672	16.6224	5.10929
ENSG00000161609.10	0	0	0	0	0.168657	0.132481	0	0	0	0	0	0.112882	0	0	0	0
ENSG00000074219.14	0.80639	0.226155	0	0.164772	0.507091	1.27735	0.195689	0	0	0	0	0.10633	0	0.114462	0	0
ENSG00000104894.12	593.842	65.3529	274.73	144.271	385.18	250.724	414.495	318.657	84.5593	193.039	105.995	132.411	78.4056	149.334	157.107	77.1514
ENSG00000063127.16	5.23715	0.666454	0.33346	0.173529	0.344391	1.58066	3.67624	0.392537	0.052353	2.58308	0.916524	0.9986	0.613965	0.402636	0.150707	0.691634
ENSG00000130528.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177380.14	0.28606	0	0.680805	0.243958	0	0.257041	0.115855	0.127543	0	0	0	0.12593	0	0.067358	0	0.088922
ENSG00000221916.4	0.615064	0	0.603346	0	0	0.552865	1.48934	0.518288	0	0	0.344827	0	0.248595	0	0	0.241088
ENSG00000104852.15	129.122	21.8001	72.596	38.0019	87.9547	48.2035	139.032	66.8792	15.3311	33.6613	18.117	24.1802	14.1556	24.7885	33.7206	11.8454
ENSG00000104848.1	1.58115	0.28591	0.800967	0.424413	0.914487	0.926307	1.90637	0.932007	0.18375	0.456069	0.260982	0.397041	0.245203	0.183417	0.418098	0.133991
ENSG00000225950.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196337.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221859.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213030.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189052.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267631.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267335.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104826.15	0	0	1.05434	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183207.14	19.9342	3.35345	10.981	5.7857	15.2798	8.68252	21.24	16.4118	2.76946	6.54563	2.289	3.452	2.85914	4.54881	6.89919	2.42579
ENSG00000142168.15	52.413	16.1482	48.7093	18.7594	55.0421	35.6398	83.5312	37.3955	5.69284	27.9803	9.27811	8.69567	6.49485	10.2827	19.1644	5.19326
ENSG00000104812.15	18.7286	2.4613	8.74618	3.00382	11.4866	6.27942	12.303	4.9485	2.64108	6.96194	1.71949	2.70732	1.89185	2.86213	3.22942	0.847666
ENSG00000175809.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087086.15	2769.86	949.733	2280.58	1311.95	4652.19	2292.17	3000.71	3890.74	1388.74	3685.28	1720.13	1584.36	1207.2	1531.21	2048.95	1661.15
ENSG00000087088.20	97.4652	15.0147	53.2753	31.4235	107.637	71.1753	145.578	68.3192	26.6928	59.9032	18.3134	23.6315	11.72	19.0956	69.7567	20.8313
ENSG00000104804.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105552.15	8.87253	2.77725	7.20176	4.26882	7.938	5.97451	11.6886	5.82376	1.08155	2.87618	0.160066	1.58997	1.27637	2.5017	4.35539	0.369585
ENSG00000105550.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176920.13	1.46963	0	0.42408	0.356369	0.319073	0.484794	1.03025	0.36243	0.05007	0.249721	0.23069	0.572751	0.137918	0.055636	0.278973	0.085233
ENSG00000063180.9	2.94371	0.277149	1.85806	0.644161	1.24766	0.566387	1.27536	0.885441	0.282931	0.602624	0.473439	0.138573	0.426103	1.20624	0.139966	0.165854
ENSG00000105516.11	24.2351	2.52664	9.47913	7.85387	9.3436	6.63971	26.4838	6.95187	1.29915	1.61388	2.17004	2.75601	3.8297	2.43064	4.04619	3.45398
ENSG00000063177.13	1381.14	277.852	793.971	454.397	889.219	770.858	1644.9	767.787	159.598	480.488	157.072	255.702	167.115	228.699	368.163	149.239
ENSG00000105447.13	13.1871	2.70035	7.97504	1.33366	5.79543	3.557	9.14358	7.54124	0.762401	4.10903	0.960245	0.920519	1.88751	1.13297	1.65591	0.599467
ENSG00000105438.9	50.9655	6.20756	29.5365	16.5331	47.4911	23.9174	53.6849	28.4402	8.48893	27.6178	9.57973	13.1047	8.43211	11.575	19.9467	6.52201
ENSG00000105467.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161558.11	2.36193	0.539432	2.74733	0.7053	2.2665	2.10522	3.16058	1.93778	0.206613	0.549986	0.691197	0.356699	0.557308	1.07209	0.120073	0.302764
ENSG00000105479.16	0.791688	0.143579	0.222145	0.173402	0.222829	0.198186	1.23675	0.350558	0	0.058971	0.187459	0.074593	0	0.149356	0	0
ENSG00000105483.18	50.1735	8.85224	53.4148	16.3647	69.0139	30.0143	143.185	44.1112	15.168	28.0353	19.5947	18.4031	9.75753	13.0201	22.367	9.0421
ENSG00000105486.14	13.6514	2.27097	8.95952	2.55883	5.39964	7.70021	6.33732	5.41692	1.22813	3.31067	1.49668	2.14508	1.49184	1.44781	1.83968	0.866755
ENSG00000169393.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105398.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105392.16	6.41019	0.78214	3.01455	2.08783	5.41484	3.01514	7.1662	3.83674	1.41096	1.97724	0.913794	1.47871	0.734327	0.936692	1.57563	0.595717
ENSG00000178980.15	75.5312	17.2385	50.4995	26.9076	58.4288	33.9628	91.6141	54.9862	10.3615	34.738	8.97922	8.22694	9.83686	12.4517	32.2145	8.80024
ENSG00000024422.12	0	0.041812	0	0.048598	0.093674	0.085339	0.115394	0.342362	0	0.13646	0	0	0.192828	0.084559	0	0
ENSG00000118156.12	0	0.062957	0.130654	0	0	0.064232	0.159607	0	0	0.095428	0	0	0.053337	0	0	0
ENSG00000105402.8	93.7872	17.8107	72.6103	27.5212	74.7762	37.412	55.5397	52.1943	27.9566	41.8615	30.2465	37.2133	32.5966	45.7072	48.3892	20.0147
ENSG00000105419.18	0	0.283587	0	0	0	0	0	0.816273	0	0.146409	0.115021	0	0	0	0	0
ENSG00000197405.8	97.7277	8.37897	111.671	37.2929	286.354	100.103	199.906	153.88	94.8682	166.406	103.714	113.047	67.1703	82.1536	105.078	41.0658
ENSG00000257704.4	7.74111	1.35716	5.56976	3.67852	6.60264	6.95639	5.62606	7.82672	5.52653	3.31398	4.34403	3.05369	3.13074	4.35752	6.52335	1.8232
ENSG00000105327.18	7.38478	2.60324	8.46773	4.53728	19.0237	5.37597	14.0595	8.62145	3.3473	5.74343	3.91478	5.0924	4.11831	3.64352	6.88725	2.59068
ENSG00000007952.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142230.13	30.3527	3.27715	15.5031	7.55573	19.56	8.16209	22.8168	11.3322	2.47863	9.28113	2.67624	4.96635	2.73351	5.14071	7.347	1.50373
ENSG00000130748.7	23.0176	5.52536	15.2939	5.28389	19.7226	10.0155	29.6487	12.5189	1.65105	6.34035	2.07949	3.41251	1.79969	3.95974	6.42067	1.74357
ENSG00000181027.11	5.98507	0.516743	7.5975	3.67842	7.68663	2.10946	8.60661	1.23687	0.700309	3.79357	1.69282	1.09804	1.47795	0.522555	1.86843	1.62359
ENSG00000105287.12	78.5529	12.4966	27.4474	20.717	60.3728	23.1146	91.6578	32.4966	15.6124	17.1621	24.3396	38.3442	21.9144	34.1811	24.1097	8.06101
ENSG00000130066.16	195.709	33.2283	189.378	46.091	322.378	150.979	399.691	289.81	93.9512	264.574	106.149	104.525	48.3617	71.1912	163.616	74.5885
ENSG00000197380.11	2.81768	0.222245	1.06715	0.262782	1.11386	1.02941	2.32521	2.11883	0.565827	0.842273	0.438911	0.273958	0.232434	0.326036	0.911263	0.473697
ENSG00000167414.4	0	0	0	0	0	0	0	0	0	0	4.89773	11.4438	0	0	0	0
ENSG00000160013.9	9.45983	3.06921	7.09344	1.46588	5.82208	2.27336	8.76051	2.96884	1.01806	3.54248	1.14079	1.61965	1.43723	1.9932	5.88081	0.924126
ENSG00000204851.7	0	0	0	0.03579	0	0	0.084971	0	0	0	0	0	0	0	0	0
ENSG00000182013.18	0.100322	0.40449	0.098528	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277531.2	0.629945	0	0.22792	0.039495	0.152439	0.131036	0.431768	0.320501	0.041517	0.111077	0.043752	0.051032	0	0	0	0.030571
ENSG00000188624.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226784.3	0.686338	0	0	0	0.238382	0	0.27034	0.259945	0.099479	0	0	0	0.185997	0.097782	0	0
ENSG00000204869.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104983.8	5.90078	1.44557	2.96284	2.48469	6.51949	4.0533	10.1461	2.98179	0.52946	2.96012	2.94154	1.68535	0.877004	1.74907	1.04748	0.543134
ENSG00000104967.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188425.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176182.6	5.99449	0.987847	2.39122	2.96575	7.01125	3.19561	6.13628	2.99755	1.09272	2.15252	0.949259	1.35827	1.36686	1.91569	3.24226	1.33033
ENSG00000170604.5	12.0419	2.26036	5.71347	3.87149	7.99685	6.07308	11.4933	3.87405	0.911482	3.88181	2.05798	2.31978	1.15222	2.64723	2.97257	1.76301
ENSG00000170608.3	0	0	0	0.188281	0	0	0	0	0	0	0	0	0.074722	0	0	0
ENSG00000125755.19	28.1094	3.602	13.1888	6.55048	18.7051	9.15387	24.5914	11.2807	2.92937	7.60071	2.97194	3.99587	3.72615	5.76775	8.0609	2.60806
ENSG00000185800.12	7.90554	1.96636	5.00989	2.47189	4.23375	8.19253	8.23532	3.16419	1.4213	2.52304	0.573308	0.904391	2.04015	1.41226	2.32295	0.9332
ENSG00000125743.10	56.2977	14.9127	35.6018	16.5462	88.6068	47.4348	173.423	50.6697	4.75638	39.2395	11.017	10.9651	4.85718	5.34146	32.5382	8.20725
ENSG00000177464.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073507	0
ENSG00000125753.14	194.16	28.3161	152.18	66.2763	337.903	163.876	215.925	208.761	90.8007	171.994	130.045	122.732	82.9235	100.488	153.354	82.3723
ENSG00000213889.10	0.905531	0.50968	1.67153	1.10941	5.5872	0.749486	4.96224	4.13013	1.41573	0.698449	0.580567	3.56268	0.6895	0.322103	1.76284	0.779594
ENSG00000125744.12	2.08547	0.340764	2.27883	1.23973	4.28313	1.37522	2.71293	5.59909	1.37505	3.73381	2.14656	1.19151	1.05861	2.85194	3.84023	1.11756
ENSG00000125740.14	1.30769	0.166265	0.991357	0.459865	2.18396	0	0.849307	0.252546	0.089847	0.143473	1.01082	0.166318	0.162195	0.362657	0.332789	0
ENSG00000012061.16	27.104	6.85065	19.2268	11.3021	27.496	15.8712	52.4565	21.3114	4.67951	11.2548	4.9478	6.22196	4.13416	7.83018	11.4448	4.26381
ENSG00000285602.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117877.10	0.743652	0.403431	0.609884	1.03569	1.62113	0.915909	1.12635	0.606625	0.549288	0.419433	0.239575	0.282783	0.390348	0.18936	0.760964	0.241068
ENSG00000104881.16	2.79003	0.142311	0.529732	0.441083	3.48231	0.387341	0.523704	0.272533	0.145415	1.79893	1.15487	0.213459	0.432756	0.239859	0.430941	0
ENSG00000104892.17	4.42525	3.10518	5.72761	1.12985	1.5849	1.08363	0.987579	1.01645	2.25588	0.387374	2.71772	3.31436	3.29644	1.96754	1.33899	3.57041
ENSG00000104879.5	0	0	0	0	0	0.211565	0.285781	0	0	0.168754	0	0.155244	0	0	0.156828	0
ENSG00000283632.3	0	0.050113	0	0.116491	0	0.20461	0	0	0	0.408842	0.128436	0	0.092447	0	0	0.135049
ENSG00000189114.8	12.3032	2.93406	7.35439	4.35757	14.8137	6.48271	13.6456	6.98237	1.62165	4.2478	1.95877	3.38625	1.73538	3.27061	3.82837	2.37624
ENSG00000179846.9	0	0.03421	0.152783	0.185318	0.22988	0	0.283226	0	0	0	0	0.358778	0	0	0.120773	0
ENSG00000142252.11	21.5475	2.05055	8.56932	4.20179	19.5614	10.0975	23.244	14.125	4.17095	15.712	6.41584	6.22682	1.45783	8.53876	15.1418	2.06177
ENSG00000104859.15	44.2681	7.22736	16.7727	11.4566	27.7525	12.7028	41.239	19.4197	9.43851	12.6158	8.0172	10.816	6.20549	8.13141	9.91028	3.68878
ENSG00000104856.14	24.9618	2.16306	9.96656	5.25751	24.2386	17.7739	17.665	20.0704	4.62111	7.93935	7.69175	12.5571	3.35471	6.37661	7.00533	4.82316
ENSG00000104853.16	35.2141	5.07844	21.2373	10.1704	33.1706	19.4412	34.454	25.2217	7.25032	18.5419	8.7811	10.7378	8.57967	11.2512	13.6113	6.22401
ENSG00000224916.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130208.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434286
ENSG00000130203.10	0	0.293631	0	0.170588	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130204.13	24.1222	2.81328	6.63453	3.55106	10.8446	10.8942	13.8013	7.88043	1.45571	3.23132	1.58466	2.93596	2.37357	2.58458	8.02283	1.37096
ENSG00000130202.10	1.88649	0.111409	4.45076	0.635588	5.80872	9.67878	4.47281	3.1595	1.71012	7.00559	0.913217	0.368989	0.796792	1.19645	14.4624	5.57544
ENSG00000142273.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213892.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186567.13	0.928639	0.31308	1.74158	0.869748	0.914723	0.159898	1.0804	0.521372	0.277947	0.443924	0.996957	0.117403	0.188264	0.990627	1.57654	0.468893
ENSG00000102359.7	0	0	0	0	0	0	0	0	0	0	0.027344	0	0	0	0	0
ENSG00000073008.15	1.50225	0.221524	2.27883	1.05687	4.0841	1.19955	5.97961	3.6995	0.63375	1.20355	1.00998	0.580174	0.446238	0.572306	2.64253	0.154839
ENSG00000216588.9	0	0	0	0	0	0	1.563	0	0	0	0	0	0.460762	0	0	0
ENSG00000167384.10	1.91453	0.5346	2.95298	0.456975	3.46462	1.09172	4.56227	1.0857	0.306869	0.751414	0.186903	0.729233	0.092306	0.382051	0.454482	0.262041
ENSG00000278318.5	0.202787	0.029734	0.066392	0	0	0.182009	0.32821	0.332762	0	0.048528	0	0.044598	0.054849	0	0	0
ENSG00000267173.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159915.12	0	0.053651	0	0.442046	0	0	2.56369	0.296439	0	0	0	0	0	0.108521	0.081239	0
ENSG00000131115.16	4.30043	0.72745	4.44374	2.04586	3.71733	2.17946	5.83369	6.16977	1.95881	3.72714	0.517724	0.947666	0.536788	1.05363	1.91168	0.755005
ENSG00000167380.16	6.21202	0.883037	7.57503	2.80604	9.70608	1.32324	13.1302	2.67738	0.179875	4.22216	1.73792	1.14446	0.138662	0.919299	1.97274	1.11252
ENSG00000263002.8	3.60388	0.564488	3.85343	0.654938	2.10807	0.733197	4.61043	1.22169	0.206864	1.13029	0.479384	0.375443	0.231133	1.09042	0.852196	0.112451
ENSG00000256294.8	2.84166	0.36009	0.725093	0.490667	2.52684	1.54978	3.44036	1.25119	0.265525	0.317976	0.389414	0.292236	0.119802	0.127545	0.639013	0.204247
ENSG00000267680.5	10.6249	3.06156	8.13099	6.26082	10.6032	6.57207	15.8863	7.83264	1.29865	6.0267	2.24652	2.33976	1.50561	0.886231	2.5375	2.21786
ENSG00000186026.7	1.21318	0.3053	0.819196	0.387649	0.644437	0.399243	0.757488	0.094316	0.374971	0.816444	0.042741	0.300145	0.061522	0.370918	0.454371	0.119869
ENSG00000267022.1	0	0	0	0	0.20591	0.566671	1.80029	0.854564	0	0	0	0	0	0	0	0
ENSG00000159882.13	2.54422	0.424204	2.30054	1.25565	6.74014	2.13894	3.41449	7.65501	0.722608	1.9615	0.860758	0.799272	0.423872	0.464652	1.85284	0.508206
ENSG00000204920.11	4.18749	0.460256	2.57019	1.32671	2.06249	0.352415	4.96549	2.20401	0.352647	1.54571	0.760008	0.431477	0.318405	0.290945	1.13257	0.222792
ENSG00000159905.14	0.650047	0.146483	0.26565	0.073147	0.272577	0.249769	1.91661	0.412824	0.061374	0.098014	0.157315	0.452	0.116998	0	0.09004	0
ENSG00000124459.12	3.06202	0.729122	2.74037	0.861391	2.73907	0.680596	2.9656	1.56545	0.265098	1.43085	0.580059	0.611378	0.424093	1.68733	2.01656	0.375682
ENSG00000176222.9	0.966943	0.08498	0	0	0.57142	0.346191	0.938465	0.162871	0	0.277193	0	0	0	0	0.128736	0.076291
ENSG00000159871.15	0	0	0.271292	0	0.161115	0	0.167617	0	0	0	0	0	0	0	0.161351	0
ENSG00000011422.12	58.2521	7.514	46.9149	11.7785	86.6734	27.1	69.9034	41.0666	21.9599	52.5549	21.1531	32.4997	21.8938	21.2437	40.9833	19.8508
ENSG00000131116.12	21.0847	4.30766	8.67661	4.84056	15.8461	6.63832	13.9599	11.3211	2.85671	5.7668	3.55442	7.21799	2.31257	3.73324	4.69497	1.19008
ENSG00000226763.5	0.142956	0.062844	0.140386	0.07304	0.281636	0.128336	0	0	0	0	0	0.094264	0	0	0.08607	0.05644
ENSG00000167378.8	2.59079	0.454324	1.67078	0.556936	1.76396	1.57798	2.95816	1.28173	0.371763	1.33502	0.334908	0.712066	0.322677	0.586398	0.912847	0.285179
ENSG00000234465.11	0.966975	0	0	0.336718	0	1.74029	0.801501	1.72661	0.42902	0	0.371073	0	0	0.430082	0	0
ENSG00000073050.12	14.475	2.63395	8.07066	5.70442	20.528	9.83865	13.1579	10.1334	2.38244	7.11943	3.37487	5.07968	4.34403	4.3397	5.42901	2.36504
ENSG00000204936.10	0.793625	0.10706	10.41	0	4.53401	9.40486	1.54413	14.8376	32.2075	73.6866	2.59246	6.87683	0.900973	0.705778	1.58501	0.877104
ENSG00000183668.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243137.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204941.14	0	0	0	0	0	0	0	0.137175	0	0	0	0	0	0	0	0
ENSG00000242221.9	0	0	0	0	0	0	0	0	0	0.397011	0	0	0	0	0	0
ENSG00000243130.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221878.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124469.12	0.341565	0.403872	2.51917	0.231226	7.5618	0.664411	9.83555	1.35184	0.214657	30.5817	0.317159	5.03744	0.427411	0.536669	2.64531	0.412925
ENSG00000079435.10	4.17937	0.314322	7.2035	1.69136	2.88755	2.46578	8.23011	1.60303	0.625575	0.702258	0.148829	1.44776	0.370821	1.25813	1.08379	0.532938
ENSG00000105427.10	1.16056	0	0	0	3.42204	0	0	0	0	0	0	0	0.421439	0	0	0
ENSG00000188368.9	0.499151	0.158904	0	0	0.353365	0	1.31607	0.739197	0.077791	0.8688	0	0.337544	0	0.106854	0	0.094745
ENSG00000079432.7	45.0996	3.49826	18.1953	8.81552	39.8654	14.6077	29.8031	25.5131	11.2073	16.1636	13.4207	13.7414	7.30664	10.0642	8.78664	3.98409
ENSG00000105723.12	42.4899	12.0965	21.4989	15.6583	40.8705	25.6114	36.6593	30.3652	15.5373	32.6903	17.45	18.7088	14.1139	15.7923	23.0607	11.2996
ENSG00000160570.14	57.1774	10.5578	36.6291	21.074	66.4888	34.5932	60.3679	39.2475	18.5192	37.8101	21.5427	22.3057	16.4198	19.4504	27.1507	14.8943
ENSG00000028277.21	51.882	6.32152	40.4461	19.9328	57.9041	26.4392	58.1218	41.7199	11.3757	19.3557	15.6547	14.0318	7.19174	13.6937	33.0497	6.99202
ENSG00000105732.13	7.41546	0.671336	4.17684	3.12113	5.58628	2.25144	4.28006	3.30597	0.979959	2.11262	1.22899	2.51742	1.28268	1.30932	2.46856	1.04022
ENSG00000105409.19	3.07696	0.381907	0	0.588802	0.9285	0.735406	0	0.073086	0.173456	0	0.219629	0	0.615902	0	0	0
ENSG00000285505.1	0	0	1.14458	0.331413	0	0	1.78398	0	0	0.139143	0	0.322092	0	0.131315	0.064392	0.191774
ENSG00000105404.11	55.0997	11.0317	44.8905	20.7778	62.3017	35.6345	71.0881	45.2501	22.4173	47.199	17.9928	17.5601	14.8051	24.5484	34.8205	18.7599
ENSG00000268041.2	1.68811	0.519362	0.497849	0.689824	0.166276	0.757785	1.63857	0.284335	0	0.605117	0	0.667739	0.06844	0.750604	0.22476	0
ENSG00000076928.18	241.813	36.6554	114.781	60.9313	151.803	93.2072	198.79	99.7282	39.6682	81.943	44.7484	55.9503	43.0272	57.6619	60.4643	21.2471
ENSG00000105372.8	1583.83	368.728	1015.44	542.328	1164.56	1040.51	2352.74	1016.52	198.015	795.845	149.23	314.697	205.342	225.473	460.383	183.458
ENSG00000142025.16	0	0	0.841815	0	0.107845	0	0.262158	0.182015	0.195298	0.078548	0	0.142421	0.087587	0	0	0
ENSG00000086548.9	0	0	0.906433	0	2.33801	0.118369	2.56021	0	0.059222	16.1728	0.074284	0.347815	0.320834	0.117268	0.526714	0.364473
ENSG00000267881.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007306.15	0	0	0	0	0.286243	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105352.10	21.7457	3.38201	25.742	10.1512	83.6898	20.1003	91.9661	36.5514	25.4501	39.3679	25.615	12.8167	5.68668	11.4815	18.1437	10.4675
ENSG00000177191.2	9.49225	1.16795	7.82924	3.10249	20.0074	8.52255	12.207	9.59317	4.42942	14.0145	6.73393	11.5125	5.23299	5.53321	7.91662	5.24281
ENSG00000248098.12	24.3662	3.62915	9.50284	5.77474	25.2762	18.0307	23.7975	11.6687	3.77547	10.7042	5.3471	7.48505	3.76624	5.784	8.24736	3.01343
ENSG00000123810.8	7.64423	0.354047	3.56437	3.29068	8.32578	4.35038	4.89107	10.3328	4.43958	6.92083	4.86626	5.0454	1.79663	2.51103	3.22234	2.22144
ENSG00000255730.5	0	0	0.583275	0	1.09429	0.466468	0	0.623738	0.457116	1.27241	0	0	0	0	0	0
ENSG00000105323.17	136.18	20.8252	66.7595	38.5746	97.6117	67.4978	149.263	65.5031	21.3631	56.3714	33.7931	41.6008	21.1618	27.573	54.9903	12.5777
ENSG00000167601.12	0.20569	0.061734	0	0.141882	0.187602	0.18922	0.421065	0	0.093578	0.049805	0	0	0.028147	0.12341	0	0
ENSG00000167600.14	1.57031	0.802428	1.67062	0.267465	3.2405	1.29219	3.01722	3.30601	0.470196	1.12637	0.737218	0.431477	0.522368	2.05077	1.22677	0.414511
ENSG00000198077.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255974.8	0	0	0	0	0	0	0	0.754368	0	0	0	0	0	0	0	0
ENSG00000268797.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171570.11	0	0	0	0	0	1.42915	0	2.46048	0	0	0.693686	0	0.294198	0	0	0
ENSG00000167578.18	59.2384	10.4497	39.1416	16.3159	54.4737	27.8217	62.6443	36.0193	12.7642	27.5679	16.1947	14.667	12.5491	16.6124	23.7597	12.5657
ENSG00000268975.2	0.321913	0	0	0	0	0	0.871083	1.3124	0.315735	0.506641	0	0.463036	0	0	0.448942	0.117351
ENSG00000261857.7	3.6659	1.2616	0	0.707545	0	0	0	0	0.541238	0	0.682839	0	0	0	0	0
ENSG00000077312.9	39.7409	5.1163	22.8788	9.45108	24.9482	21.2001	37.2198	19.2711	5.13128	10.7956	5.5054	6.29709	6.17238	7.17277	9.76464	4.58956
